t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[37, 26, 38, 6, 28, 20, 26, 5, 2, 24, 38, 1, 23, 17, 4, 11, 3, 15, 6, 32, 28, 30, 23, 9, 15, 16, 34, 33, None, 3, 10, 5, 26, 0, 37, 36, 19, 5, 32, 16]","[37, 26, 38, 6, 28, 20, 26, 5, 2, 24, 38, 38, 10, 17, 4, 11, 3, 15, 6, 32, 28, 12, 10, 9, 15, 16, 34, 33, None, 3, 23, 5, 26, 0, 37, 36, 19, 5, 32, 16]",3,3,12,3,0.0007883841171860695,26.690833546919748
"[21, 15, 16, 36, 35, 3, 29, 28, 33, 19, 27, 1, 19, 30, 26, 17, 32, 3, 15, 1, 27, 31, 2, 9, None, 22, 31, 38, 3, 13, 10, 11, 29, 2, 13, 14, 33, 24, 37, 27]","[21, 15, 16, 36, 35, 3, 29, 28, 31, 19, 1, 27, 19, 30, 26, 17, 32, 3, 31, 1, 27, 33, 2, 9, None, 22, 33, 38, 3, 13, 11, 2, 29, 10, 13, 14, 31, 24, 37, 27]",3,3,16,3,0.0008110660128295422,27.138530978932977
"[17, 19, 37, 33, 2, 21, 10, 14, 10, 2, 20, 22, 11, 9, 4, 28, 22, 28, 17, None, 21, 1, 9, 17, 30, 20, 3, 16, 6, 38, 22, 25, 16, 23, 14, 0, 25, 25, 17, 26]","[17, 19, 27, 33, 2, 4, 10, 5, 10, 2, 20, 22, 11, 9, 21, 28, 22, 28, 17, None, 21, 1, 9, 17, 30, 20, 3, 25, 6, 38, 22, 25, 16, 23, 5, 0, 25, 16, 22, 26]",3,3,19,3,0.000770671060308814,26.80319536011666
"[13, 4, 36, 2, 38, 22, 17, 21, 16, 25, 24, 7, 20, 12, 12, 5, 5, 38, 10, 4, 9, 28, None, 4, 29, 11, 21, 38, 2, 31, 4, 38, 16, 24, 36, 0, 5, 27, 39, 3]","[13, 12, 36, 2, 38, 22, 38, 21, 16, 25, 24, 7, 38, 17, 17, 5, 5, 20, 10, 12, 9, 28, None, 12, 29, 11, 21, 38, 2, 31, 12, 38, 16, 24, 36, 0, 5, 27, 39, 3]",3,3,14,3,0.0007718431297689676,27.135232656961307
"[15, 14, 27, 33, 37, 31, 7, 24, 9, 15, 24, 0, 20, 22, 26, 33, 2, 25, 28, None, 31, 22, 1, 0, 37, 11, 34, 25, 16, 9, 19, 23, 20, 1, 19, 6, 33, 38, 13, 31]","[15, 14, 27, 33, 9, 20, 7, 24, 9, 15, 26, 0, 31, 22, 26, 33, 2, 25, 28, None, 31, 22, 1, 0, 37, 11, 34, 25, 16, 37, 19, 23, 20, 1, 19, 6, 33, 38, 13, 31]",3,3,17,3,0.0007663827855139971,26.67842364590615
"[27, 20, 26, 6, 1, 16, 39, 18, 5, 14, 11, 4, 24, 16, 19, 20, None, 6, 26, 24, 39, 13, 18, 39, 13, 3, 20, 20, 4, 13, 14, 9, 15, 11, 6, 14, 16, 29, 15, 9]","[27, 20, 26, 6, 1, 16, 34, 18, 5, 14, 11, 7, 24, 16, 19, 20, None, 6, 26, 24, 34, 13, 18, 34, 13, 3, 20, 20, 4, 13, 14, 9, 15, 11, 9, 7, 16, 29, 15, 6]",3,3,13,3,0.0007260569836944342,26.571375499945134
"[28, 5, 7, None, 11, 39, 7, 0, 19, 6, 24, 27, 27, 14, 8, 5, 30, 32, 7, 21, 0, 30, 0, 26, 3, 35, 1, 25, 5, 18, 27, 1, 29, 24, 15, 33, 30, 36, 5, 16]","[28, 5, 7, None, 11, 39, 7, 0, 19, 6, 24, 27, 27, 33, 8, 5, 30, 32, 7, 21, 0, 30, 0, 26, 3, 35, 1, 25, 5, 18, 27, 1, 35, 24, 15, 33, 25, 36, 5, 16]",3,3,14,3,0.0007753488607704639,26.701079878024757
"[3, 5, 15, 23, 21, 2, 32, 2, 0, None, 28, 13, 9, 9, 12, 35, 31, 21, 21, 3, 3, 19, 19, 9, 12, 16, 20, 4, 26, 37, 28, 14, 24, 37, 1, 33, 33, 31, 31, 33]","[3, 5, 15, 23, 21, 2, 32, 2, 0, 16, 28, 13, 25, 25, 28, 35, 31, 21, 21, 3, 3, 19, 19, 25, 12, None, 20, 20, 26, 37, 12, 30, 24, 37, 1, 33, 33, 31, 31, 33]",3,3,16,3,0.0007577871438115835,26.78477912512608
"[36, 25, 35, 13, 21, 13, 30, 2, None, 3, 4, 32, 5, 2, 17, 18, 0, 23, 10, 6, 4, 28, 8, 32, 27, 27, 24, 22, 24, 8, 15, 28, 15, 0, 9, 8, 3, 34, 32, 11]","[36, 25, 35, 13, 21, 13, 30, 2, None, 3, 4, 32, 5, 2, 17, 18, 34, 23, 10, 6, 4, 28, 8, 32, 27, 27, 24, 22, 24, 8, 15, 19, 15, 0, 9, 8, 3, 34, 32, 2]",3,3,9,3,0.0007992640603333712,26.493465855019167
"[35, 39, 21, 26, 29, 38, 36, 27, 7, 0, 29, 0, 10, 2, 17, 10, 36, 6, 12, 33, 27, 4, 32, 21, 19, 31, 2, 14, 3, 25, 27, 16, 39, 28, 23, 3, None, 4, 31, 29]","[35, 39, 21, 27, 29, 38, 36, 26, 7, 0, 29, 0, 4, 2, 17, 10, 36, 6, 37, 12, 26, 4, 32, 21, 19, 31, 14, 2, 3, 25, 26, 16, 39, 28, 23, 3, None, 10, 31, 29]",3,3,18,3,0.000794986030086875,27.09658786584623
"[None, 34, 13, 34, 20, 17, 17, 16, 0, 14, 13, 36, 8, 22, 38, 35, 34, 32, 35, 6, 23, 20, 8, 26, 6, 20, 37, 8, 4, 21, 29, 27, 7, 17, 27, 34, 23, 22, 18, 8]","[None, 34, 20, 34, 13, 17, 17, 16, 0, 28, 13, 36, 8, 22, 2, 35, 34, 32, 35, 6, 23, 20, 8, 26, 6, 20, 37, 8, 38, 21, 29, 27, 7, 17, 27, 34, 23, 22, 29, 8]",3,3,15,3,0.000725405989214778,26.414650304010138
"[6, 3, 32, 5, 21, 4, 23, 18, 15, 12, 32, 14, 13, 33, 17, 0, 2, 32, 22, 3, 6, 36, 17, 35, 9, 17, 12, 28, 14, 9, 13, 22, 9, None, 4, 30, 37, 8, 9, 5]","[9, 3, 32, 5, 21, 4, 23, 18, 15, 30, 32, 14, 13, 33, 17, 29, 2, 32, 22, 3, 6, 36, 17, 35, 9, 17, 30, 28, 14, 6, 13, 22, 9, None, 4, 12, 37, 8, 9, 16]",3,3,14,3,0.00077291508205235,26.76796941505745
"[37, 38, None, 38, 13, 14, 1, 17, 27, 13, 22, 8, 38, 33, 30, 21, 22, 11, 4, 8, 15, 28, 8, 13, 3, 3, 7, 25, 0, 33, 12, 18, 4, 36, 19, 21, 1, 4, 2, 9]","[37, 38, None, 38, 13, 14, 1, 17, 27, 13, 21, 22, 38, 33, 30, 21, 22, 35, 4, 8, 12, 28, 8, 13, 3, 3, 7, 25, 0, 33, 12, 18, 4, 36, 19, 8, 1, 4, 2, 9]",3,3,15,3,0.0007861990015953779,26.475747406017035
"[12, 14, 4, 36, 29, 15, None, 18, 37, 22, 19, 33, 2, 9, 13, 6, 5, 25, 2, 7, 31, 4, 33, 19, 4, 19, 37, 23, 11, 38, 33, 4, 14, 5, 11, 31, 7, 13, 14, 28]","[7, 14, 4, 36, 29, 15, None, 2, 37, 22, 19, 33, 18, 9, 13, 6, 5, 25, 2, 12, 26, 29, 33, 19, 4, 19, 4, 23, 11, 38, 33, 37, 14, 5, 11, 26, 12, 13, 14, 28]",3,3,15,3,0.0007681059651076794,27.19319007289596
