t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[18, 21, 4, 10, 7, 26, 16, 27, 17, 27, 22, 19, 24, 7, 2, 22, 27, 5, 21, 21, 18, 6, 4, 5, 13, 2, None, 5, 15, 21]","[18, 27, 4, 10, 7, 26, 16, 25, 17, 25, 22, 19, 24, 7, 2, 22, 25, 5, 21, 21, 18, 6, 4, 5, 13, 5, None, 24, 15, 21]",3,3,9,3,0.0005347600672394037,6.808966869022697
"[15, 6, 18, 12, 16, 7, 5, 2, 10, 27, 13, 19, 9, 5, 25, 4, 23, 24, 21, 10, 4, 4, 12, None, 13, 19, 20, 0, 6, 14]","[15, 6, 18, 12, 16, 7, 13, 23, 10, 27, 13, 19, 9, 5, 25, 4, 23, 24, 21, 10, 4, 4, 12, None, 13, 19, 20, 0, 12, 14]",3,3,10,3,0.0005354909226298332,6.719795529963449
"[7, 0, 26, 16, 11, 15, 9, None, 25, 11, 4, 26, 2, 20, 18, 4, 1, 13, 16, 24, 14, 3, 18, 17, 4, 16, 20, 23, 13, 22]","[7, 0, 26, 16, 17, 15, 10, None, 11, 25, 4, 26, 2, 20, 18, 4, 1, 13, 16, 24, 14, 3, 18, 17, 4, 16, 20, 23, 13, 22]",3,3,13,3,0.0005444278940558434,6.6863073371350765
"[7, 6, 3, 18, 16, 29, 5, 12, 23, None, 13, 22, 16, 11, 11, 17, 26, 20, 15, 25, 4, 3, 9, 29, 1, 14, 10, 10, 15, 14]","[7, 16, 3, 18, 6, 29, 26, 12, 23, None, 11, 22, 6, 10, 11, 17, 5, 20, 15, 25, 4, 3, 9, 14, 1, 14, 13, 13, 15, 14]",3,3,15,3,0.0005448979791253805,6.820468116085976
"[8, 25, 23, 13, 28, 28, 12, 2, 14, 11, 26, 24, 11, 15, 22, 28, 5, 27, 17, 25, 11, 3, 4, 16, None, 2, 11, 1, 26, 11]","[8, 25, 23, 13, 5, 28, 12, 2, 14, 11, 21, 24, 11, 15, 22, 28, 5, 27, 17, 25, 11, 11, 4, 16, None, 2, 3, 1, 21, 11]",3,3,10,2,0.0005779201164841652,0.005228454014286399
"[14, 28, 28, 18, 15, 16, 3, 0, 22, 2, 15, 16, 10, 12, 12, None, 7, 2, 21, 25, 12, 19, 16, 5, 13, 23, 8, 10, 6, 25]","[14, 3, 28, 18, 15, 16, 28, 0, 22, 2, 15, 16, 10, 12, 12, None, 7, 3, 21, 25, 12, 19, 16, 5, 13, 23, 8, 10, 1, 25]",3,3,6,2,0.0005407009739428759,0.005284067941829562
"[1, 8, 19, 6, 18, 29, 15, 16, 14, 22, 25, 23, 6, 24, 28, 21, 2, 16, 2, 3, 25, 0, None, 15, 15, 22, 5, 7, 10, 4]","[1, 8, 19, 6, 7, 29, 15, 2, 14, 3, 25, 23, 6, 21, 28, 21, 2, 16, 16, 3, 25, 0, None, 15, 15, 22, 5, 18, 10, 4]",3,3,14,3,0.0005752549041062593,6.773131103022024
"[10, 14, 27, 14, 6, 19, 18, 13, None, 6, 9, 22, 25, 1, 8, 2, 1, 14, 19, 2, 27, 9, 5, 10, 3, 23, 0, 13, 27, 9]","[10, 14, 27, 14, 6, 19, 18, 17, None, 6, 21, 1, 25, 1, 8, 2, 1, 14, 19, 2, 27, 9, 5, 10, 3, 23, 0, 13, 27, 9]",3,3,15,3,0.0005172768142074347,6.738053356995806
"[7, 23, 5, 28, 15, 0, 14, 25, 9, 10, 6, 25, 25, 6, 19, 22, 11, 7, 6, 17, 5, 15, None, 0, 1, 15, 1, 25, 18, 15]","[7, 23, 16, 28, 15, 11, 14, 25, 9, 24, 6, 25, 25, 6, 19, 22, 0, 7, 6, 25, 16, 15, None, 0, 1, 15, 1, 25, 18, 15]",3,3,13,3,0.0004934819880872965,6.791327337035909
"[4, 16, 26, 11, 16, 3, 23, 26, 9, 13, 14, 29, 26, 26, 16, 27, 8, 8, 28, 2, 0, 6, 3, 18, 20, 14, None, 7, 16, 18]","[4, 16, 26, 11, 16, 3, 23, 26, 9, 13, 19, 29, 26, 26, 16, 27, 8, 8, 28, 0, 2, 6, 3, 18, 17, 14, None, 7, 16, 18]",3,3,7,3,0.0005556289106607437,6.859620213042945
