t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[26, 3, 17, 24, 8, 12, 2, 2, 37, 35, 31, 17, 29, 8, 22, 12, 18, 18, None, 12, 9, 27, 5, 6, 35, 26, 13, 24, 12, 7, 26, 5, 2, 28, 23, 0, 4, 2, 16, 27]","[26, 3, 17, 24, 8, 23, 2, 34, 37, 30, 31, 17, 29, 8, 22, 12, 9, 18, None, 12, 9, 12, 5, 6, 35, 26, 13, 24, 27, 7, 26, 5, 2, 21, 23, 0, 4, 2, 16, 27]",6,6,19,6,0.0009051130618900061,6481.2913268811535
"[2, 37, 31, 4, 29, 4, 33, 25, 26, 24, 37, 9, 20, 18, 1, 37, 10, 11, 9, 10, 11, 27, 6, 37, 35, 6, None, 16, 18, 24, 21, 30, 12, 5, 12, 8, 21, 4, 14, 26]","[2, 37, 31, 4, 29, 14, 33, 25, 26, 19, 37, 9, 20, 18, 1, 37, 10, 12, 9, 10, 11, 27, 6, 37, 35, 6, None, 16, 18, 24, 21, 30, 28, 5, 32, 8, 21, 4, 14, 26]",6,6,16,5,0.0008017490617930889,137.72716894117184
"[37, 16, 23, 17, 12, 33, 20, 26, 13, 15, 5, 31, 33, 20, 3, 1, 10, 36, 37, 35, 23, 17, 11, 21, 16, 11, 14, 26, 1, 38, 18, 6, 15, 35, 5, 39, None, 11, 20, 27]","[10, 16, 23, 17, 12, 33, 20, 26, 13, 15, 11, 31, 33, 20, 3, 1, 37, 36, 10, 35, 27, 17, 11, 21, 16, 6, 14, 26, 1, 21, 18, 6, 15, 35, 5, 39, None, 5, 20, 27]",6,6,23,5,0.0008491880726069212,143.2085205989424
"[31, 12, 12, 34, 11, 14, 20, 10, 17, 5, 5, 7, 8, 31, None, 4, 39, 18, 38, 18, 0, 39, 29, 30, 10, 32, 37, 5, 0, 2, 14, 3, 21, 15, 24, 17, 6, 25, 39, 34]","[31, 12, 12, 34, 11, 16, 34, 10, 17, 5, 5, 7, 8, 31, 36, 4, None, 18, 15, 18, 0, 39, 29, 30, 10, 32, 37, 5, 0, 2, 16, 3, 18, 15, 24, 17, 6, 25, 39, 34]",6,6,11,6,0.0008325760718435049,6474.0891677408945
"[1, 26, 16, 32, 17, 0, 0, 0, 22, 22, 21, 32, 3, 38, 25, 9, None, 7, 25, 17, 26, 8, 35, 39, 39, 2, 12, 19, 35, 0, 38, 37, 35, 13, 21, 36, 18, 28, 8, 38]","[9, 26, 16, 32, 17, 17, 9, 9, 22, 1, 21, 32, 3, 38, 0, 31, None, 7, 25, 37, 26, 8, 35, 39, 39, 2, 12, 5, 35, 9, 38, 22, 35, 13, 21, 36, 18, 28, 8, 38]",6,6,13,6,0.0008720201440155506,6670.567279260838
"[31, 14, 35, 34, 24, 12, 3, 21, 33, 35, 28, 0, 35, 39, 3, 14, 27, 8, 10, 13, None, 0, 1, 21, 1, 15, 6, 33, 23, 27, 24, 29, 35, 1, 20, 26, 10, 2, 0, 35]","[31, 14, 35, 34, 24, 37, 3, 21, 33, 36, 2, 34, 2, 39, 3, 14, 27, 8, 10, 13, None, 0, 1, 21, 1, 15, 6, 33, 23, 27, 24, 29, 35, 1, 20, 26, 13, 35, 0, 35]",6,6,14,6,0.0007902381476014853,6432.298162461957
"[34, 3, 13, 29, 15, 2, 18, 15, 1, 16, 25, 6, 6, 11, 18, 5, 3, 9, 26, 16, None, 10, 4, 37, 4, 37, 27, 38, 25, 36, 31, 36, 29, 1, 20, 6, 35, 11, 0, 29]","[34, 3, 13, 29, 15, 11, 18, 15, 1, 3, 25, 6, 6, 11, 18, 5, 9, 16, 26, 37, None, 10, 4, 37, 4, 37, 27, 38, 25, 36, 22, 2, 29, 1, 20, 6, 35, 11, 0, 29]",6,6,19,6,0.0008320859633386135,6412.107566422084
"[2, 32, 24, 15, 17, 10, 12, 1, 9, 29, 17, 22, 30, 11, 0, 22, 17, 29, 38, 34, 34, 17, 32, 33, 34, 13, 29, 30, 0, 0, 32, 6, 8, 34, None, 12, 35, 9, 28, 14]","[22, 32, 24, 15, 17, 10, 22, 1, 18, 29, 17, 2, 30, 0, 11, 22, 17, 29, 38, 34, 34, 17, 32, 13, 33, 13, 29, 30, 11, 11, 32, 6, 8, 34, None, 12, 35, 9, 28, 14]",6,6,20,6,0.0008054960053414106,6492.883994038217
"[31, 37, 25, 38, 39, 8, 11, 16, 39, 34, 37, 14, 21, 31, 33, 23, 24, None, 17, 11, 33, 23, 18, 18, 2, 29, 22, 15, 35, 4, 37, 1, 27, 10, 39, 14, 7, 34, 27, 23]","[21, 37, 25, 1, 39, 8, 11, 16, 39, 34, 37, 14, 21, 3, 33, 23, 24, None, 17, 11, 33, 23, 14, 18, 2, 29, 22, 15, 35, 4, 37, 38, 27, 10, 39, 14, 7, 34, 37, 23]",6,6,16,5,0.0008470530156046152,139.69259712309577
"[24, 29, 22, 9, 13, 34, 33, 23, 5, 19, 27, 6, 14, 31, None, 34, 26, 34, 12, 10, 33, 5, 18, 26, 22, 29, 8, 22, 1, 3, 12, 37, 28, 21, 14, 18, 37, 10, 15, 6]","[24, 12, 22, 10, 13, 34, 33, 18, 5, 19, 27, 6, 26, 31, None, 34, 26, 34, 12, 10, 33, 5, 18, 26, 22, 30, 8, 22, 30, 3, 29, 37, 28, 21, 14, 18, 37, 10, 15, 6]",6,6,15,6,0.0007807989604771137,6375.169860538794
"[11, 35, 16, 6, 28, 23, 14, 19, 36, 38, 34, 16, 10, 12, 11, 36, 34, 25, 4, 20, 10, 23, 19, 9, 0, 24, 0, 29, None, 0, 4, 16, 30, 4, 39, 12, 35, 15, 13, 28]","[11, 35, 16, 11, 28, 23, 3, 19, 36, 38, 34, 16, 10, 12, 23, 36, 34, 25, 4, 36, 10, 6, 19, 9, 2, 24, 0, 29, None, 0, 36, 16, 30, 4, 39, 12, 35, 15, 13, 28]",6,6,18,6,0.0007777540013194084,6403.621445549885
"[37, 19, 37, 1, 11, 8, 4, 35, 14, 7, 1, 7, 3, 19, 30, 37, 22, 5, 22, None, 26, 34, 1, 1, 25, 19, 39, 8, 21, 22, 32, 17, 25, 37, 29, 36, 38, 12, 32, 17]","[37, 19, 37, 19, 11, 8, 4, 35, 14, 7, 1, 7, 3, 19, 30, 37, 24, 5, 37, None, 26, 34, 1, 1, 37, 19, 39, 8, 21, 22, 32, 17, 25, 25, 29, 36, 38, 12, 32, 17]",6,6,16,5,0.0007987429853528738,138.06897324998863
"[21, 3, 9, 19, 33, 3, 29, 38, 12, 1, 25, 34, 20, 39, 9, 26, 34, 35, 30, 31, 29, 19, 18, 28, 31, 18, 32, 19, 5, 33, 3, None, 22, 21, 33, 10, 6, 39, 22, 7]","[8, 3, 9, 19, 33, 3, 29, 38, 12, 1, 34, 9, 20, 39, 28, 26, 34, 35, 30, 31, 29, 19, 18, 31, 31, 18, 32, 19, 5, 33, 3, None, 22, 21, 33, 23, 6, 39, 22, 7]",6,6,18,6,0.0008247219957411289,6394.349120719824
"[21, 11, 35, 15, 36, 25, 37, 25, 10, 17, 18, 23, 39, 27, 6, 35, 39, 4, 0, 18, 26, 34, None, 34, 1, 32, 8, 34, 8, 35, 10, 1, 31, 27, 15, 14, 34, 22, 27, 28]","[21, 11, 35, 15, 36, 25, 29, 13, 24, 17, 18, 23, 39, 27, 6, 35, 39, 4, 0, 38, 26, 34, None, 33, 1, 32, 8, 34, 8, 22, 10, 1, 31, 27, 15, 14, 34, 35, 27, 28]",6,6,17,6,0.0008481049444526434,6405.6135749320965
"[10, 26, 3, 26, 13, 10, 37, 15, 32, 14, 27, 1, 1, 35, 4, 10, 11, None, 4, 29, 30, 8, 26, 32, 15, 34, 34, 17, 30, 3, 23, 2, 19, 38, 0, 20, 27, 38, 28, 18]","[10, 26, 3, 26, 13, 10, 23, 15, 2, 14, 27, 1, 2, 35, 4, 10, 11, None, 4, 29, 30, 27, 26, 32, 15, 34, 34, 17, 30, 3, 23, 1, 19, 38, 0, 6, 27, 38, 28, 18]",6,6,19,6,0.0007572460453957319,6339.564110888867
"[29, 17, 36, 28, 36, 2, 15, 4, 28, 20, 2, 4, None, 31, 34, 12, 4, 12, 21, 32, 8, 20, 11, 39, 0, 33, 0, 25, 6, 20, 23, 17, 18, 26, 7, 19, 28, 26, 17, 3]","[29, 4, 36, 28, 12, 2, 15, 17, 28, 20, 2, 24, None, 31, 34, 12, 7, 36, 21, 32, 8, 20, 12, 39, 0, 33, 0, 25, 6, 20, 23, 4, 18, 26, 7, 19, 28, 26, 16, 3]",6,6,12,6,0.0008814479224383831,6480.163633147022
"[27, 39, 39, None, 34, 3, 19, 32, 32, 20, 5, 10, 4, 37, 22, 32, 11, 3, 23, 27, 1, 39, 8, 10, 19, 8, 36, 37, 18, 13, 16, 33, 39, 7, 20, 31, 13, 30, 6, 27]","[27, 19, 39, None, 34, 3, 29, 32, 32, 39, 5, 10, 4, 37, 22, 32, 11, 3, 39, 27, 9, 39, 8, 10, 20, 8, 36, 37, 18, 13, 16, 33, 39, 7, 17, 31, 13, 30, 6, 27]",6,6,18,6,0.00084294518455863,6385.5597102181055
"[24, 3, 8, 35, 23, 21, 9, 4, 39, None, 23, 36, 38, 6, 18, 19, 30, 34, 28, 27, 1, 1, 33, 30, 22, 11, 24, 3, 5, 13, 13, 6, 22, 28, 25, 31, 2, 39, 30, 18]","[24, 13, 8, 35, 23, 21, 9, 4, 39, None, 23, 26, 38, 6, 18, 0, 30, 34, 28, 27, 1, 1, 33, 30, 22, 11, 24, 3, 5, 13, 13, 6, 22, 28, 18, 31, 2, 19, 30, 18]",6,6,18,5,0.0007973900064826012,138.54706445289776
"[19, 25, 16, 6, 24, 32, 5, 20, 3, 31, 11, 25, 27, None, 13, 32, 8, 12, 32, 12, 35, 20, 11, 33, 15, 36, 13, 6, 3, 14, 2, 3, 26, 37, 30, 11, 28, 5, 24, 24]","[None, 25, 15, 6, 24, 32, 5, 20, 3, 31, 11, 25, 27, 33, 0, 32, 8, 12, 32, 12, 10, 20, 11, 33, 15, 36, 0, 6, 3, 14, 2, 23, 26, 37, 30, 11, 28, 5, 24, 24]",6,6,14,6,0.0008271450642496347,6390.306755414931
"[1, 17, 24, 26, 37, 29, 18, 29, 30, 27, 14, 16, 21, 11, 36, 34, 0, 20, None, 35, 18, 27, 31, 5, 33, 3, 8, 26, 5, 12, 1, 19, 30, 5, 20, 9, 18, 7, 11, 25]","[1, 39, 24, 26, 37, 29, 18, 29, 30, 27, 14, 16, 21, 11, 36, 34, 0, 36, None, 35, 18, 27, 18, 5, 33, 10, 20, 26, 5, 12, 1, 19, 30, 5, 20, 9, 18, 7, 11, 20]",6,6,17,6,0.0008211149834096432,6385.3496347819455
"[37, 33, 6, 36, 38, None, 24, 27, 5, 20, 12, 23, 16, 19, 28, 4, 35, 38, 23, 24, 6, 31, 19, 5, 36, 22, 0, 23, 20, 14, 29, 1, 17, 27, 38, 20, 21, 29, 7, 11]","[37, 33, 6, 36, 38, None, 24, 27, 5, 22, 12, 23, 26, 19, 28, 4, 19, 38, 23, 24, 0, 31, 16, 5, 36, 16, 35, 23, 22, 14, 29, 1, 5, 27, 38, 22, 21, 29, 7, 11]",6,6,12,6,0.000881869113072753,6508.960414557019
"[29, 26, 29, 1, 36, 0, 19, 29, 24, 24, 31, 39, 13, 29, 32, 6, 31, 27, 33, 14, 28, None, 7, 17, 21, 27, 21, 7, 33, 33, 7, 25, 12, 3, 33, 29, 9, 36, 24, 8]","[29, 26, 29, 28, 36, 0, 19, 29, 24, 24, 31, 39, 13, 29, 32, 6, 31, 29, 32, 14, 27, None, 7, 20, 21, 27, 21, 7, 33, 33, 7, 25, 12, 34, 1, 29, 9, 36, 24, 8]",6,6,16,6,0.0007920200005173683,6382.94270203216
"[25, 26, 3, 24, 37, 22, 27, 2, 29, 0, 7, 18, 7, 36, 21, 30, 10, 24, 24, 0, 38, 38, 33, 27, 22, 29, 14, 1, 14, None, 29, 7, 2, 19, 20, 17, 19, 35, 13, 19]","[25, 26, 3, 24, 37, 22, 27, 2, 29, 0, 0, 18, 7, 10, 21, 30, 27, 24, 24, 0, 38, 38, 33, 36, 22, 29, 14, 1, 14, None, 29, 7, 2, 19, 20, 17, 19, 5, 23, 19]",6,6,13,5,0.0008134921081364155,139.5462551759556
"[10, 11, 7, 32, 6, 19, 1, 19, 22, 14, 38, None, 30, 17, 33, 10, 1, 34, 21, 39, 25, 32, 3, 12, 9, 28, 32, 2, 3, 18, 31, 6, 17, 39, 33, 12, 32, 4, 33, 23]","[10, 27, 7, 32, 6, 32, 1, 19, 22, 14, 38, 2, 30, 17, 33, 10, 1, 34, 21, 39, 25, 32, 3, 12, 17, 31, 32, None, 3, 18, 31, 6, 17, 39, 33, 12, 32, 4, 33, 23]",6,6,17,5,0.0008204849436879158,141.20666788192466
"[10, 33, 29, 34, 10, 4, 0, 6, 10, 19, 9, 18, 5, 24, 3, 5, 23, 21, 25, None, 35, 22, 24, 13, 4, 23, 13, 25, 1, 9, 34, 37, 14, 32, 16, 36, 7, 17, 33, 8]","[10, 33, 3, 34, 10, 4, 0, 6, 10, 19, 9, 18, 8, 24, 3, 5, 23, 21, 25, None, 35, 22, 24, 13, 4, 23, 13, 14, 1, 9, 34, 37, 14, 32, 16, 36, 7, 17, 34, 5]",6,6,22,5,0.0008059379179030657,137.91321133705787
"[38, 35, 14, 34, 12, 33, 17, 35, 29, 1, None, 29, 7, 32, 15, 37, 29, 18, 39, 30, 37, 22, 30, 5, 37, 31, 32, 13, 32, 34, 20, 13, 33, 14, 35, 19, 29, 10, 39, 19]","[38, 35, 14, 31, 12, 33, 17, 35, 24, 1, None, 29, 7, 28, 15, 37, 29, 18, 39, 30, 37, 22, 13, 5, 37, 34, 32, 13, 32, 31, 20, 35, 33, 14, 30, 19, 29, 10, 39, 19]",6,6,18,6,0.0008714799769222736,6425.757511358941
"[35, 28, 38, 4, 18, 35, 32, 2, 23, 28, 19, 1, 38, 39, 31, 8, None, 18, 2, 26, 3, 25, 12, 29, 7, 4, 28, 31, 36, 38, 31, 16, 13, 20, 21, 7, 7, 27, 30, 2]","[35, 28, 31, 4, 18, 35, 32, 17, 23, 28, 18, 1, 38, 39, 31, 8, None, 38, 17, 26, 3, 25, 18, 29, 7, 38, 28, 19, 36, 38, 31, 16, 13, 20, 21, 7, 7, 2, 30, 17]",6,6,21,6,0.0008779808413237333,6508.420642914949
"[29, 30, 13, 28, 6, 21, 12, 5, 16, 23, 3, 28, 28, 39, 19, 4, 24, 22, 28, 17, 26, 11, 10, 20, None, 20, 16, 35, 23, 34, 38, 25, 33, 34, 38, 38, 8, 15, 26, 22]","[29, 30, 13, 28, 6, 0, 16, 5, 22, 23, 3, 28, 10, 39, 19, 4, 5, 28, 28, 17, 26, 11, 24, 20, None, 20, 22, 35, 23, 34, 38, 25, 33, 34, 38, 38, 8, 15, 26, 12]",6,6,12,6,0.0009061840828508139,6455.826855238061
"[30, 19, 29, 21, 10, 0, 2, 18, 31, 35, 21, 24, 16, 0, 32, 17, 27, 2, 35, 15, 35, 29, 24, 13, 25, 38, 1, 39, 7, 0, 9, 28, 11, 29, 6, None, 27, 9, 5, 11]","[30, 19, 29, 21, 10, 31, 2, 18, 3, 35, 21, 24, 16, 0, 32, 17, 27, 2, 30, 15, 35, 29, 24, 13, 25, 38, 20, 39, 7, 28, 9, 28, 11, 29, 6, None, 27, 9, 8, 11]",6,6,13,6,0.0008478050585836172,6372.454869484063
"[22, 32, 7, 7, 14, 27, 12, 22, 10, 21, 3, 31, None, 38, 1, 8, 34, 19, 4, 3, 23, 11, 12, 16, 1, 13, 7, 17, 30, 0, 17, 10, 2, 23, 7, 2, 37, 27, 33, 37]","[22, 32, 17, 7, 14, 27, 12, 22, 25, 21, 3, 31, None, 24, 1, 8, 34, 19, 4, 3, 23, 11, 12, 16, 33, 13, 7, 17, 30, 0, 17, 10, 3, 23, 7, 2, 8, 27, 1, 37]",6,6,21,6,0.0008375560864806175,6389.145832570968
"[21, 15, 3, 4, 28, 14, 16, 14, 11, 38, 15, 12, 16, 4, 39, 7, 19, 4, 22, 24, 0, 29, 16, 39, 15, 6, 30, 2, 29, 34, 13, 10, None, 31, 32, 37, 1, 31, 27, 2]","[21, 11, 3, 4, 28, 14, 16, 14, 15, 38, 15, 12, 9, 4, 39, 7, 13, 4, 22, 24, 0, 29, 16, 39, 15, 6, 30, 2, 29, 34, 27, 10, None, 31, 32, 37, 8, 31, 29, 2]",6,6,17,6,0.0008265951182693243,6413.695242543938
"[35, 33, 10, 0, 32, 30, 8, 38, 12, None, 4, 22, 1, 21, 26, 12, 32, 3, 16, 30, 10, 3, 36, 6, 5, 20, 31, 24, 39, 27, 10, 39, 12, 9, 25, 9, 18, 35, 32, 15]","[28, 33, 10, 0, 32, 30, 8, 38, 12, None, 4, 22, 1, 21, 26, 12, 32, 3, 16, 30, 10, 3, 36, 39, 5, 38, 31, 24, 9, 27, 11, 39, 12, 9, 25, 6, 18, 28, 32, 15]",6,6,17,5,0.0008559399284422398,142.17233426915482
"[36, 23, 19, 35, 37, 14, 16, 36, 27, None, 3, 30, 16, 32, 6, 38, 27, 38, 4, 30, 32, 20, 29, 22, 25, 16, 12, 9, 29, 21, 15, 13, 24, 14, 28, 2, 39, 6, 5, 17]","[None, 23, 19, 35, 9, 14, 16, 36, 27, 6, 3, 30, 18, 32, 22, 38, 27, 38, 4, 30, 32, 20, 29, 22, 25, 16, 12, 0, 29, 21, 15, 13, 24, 14, 28, 2, 39, 27, 5, 17]",6,6,15,6,0.0009175948798656464,6361.715297776042
"[19, 37, 5, 6, 20, 25, 14, 31, 0, 32, 9, 35, 16, 9, 2, 3, 18, 24, 8, 30, 38, 29, 7, 22, 34, 12, 24, 26, 31, 31, None, 3, 39, 17, 39, 18, 27, 22, 7, 11]","[19, 37, 5, 6, 11, 25, 14, 31, 0, 32, 9, 35, 16, 9, 2, 3, 18, 3, 8, 30, 38, 29, 7, 22, 34, 26, 24, 16, 31, 31, None, 12, 4, 17, 4, 18, 27, 22, 7, 20]",6,6,17,6,0.0009147000964730978,6529.085753569147
