t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[24, 31, 0, 23, 2, 3, 22, 17, 12, 35, 12, 26, 2, 6, 34, 17, 39, 14, 39, 34, 31, 9, 11, 10, 31, 34, 19, 18, 20, 31, 12, 16, 6, 14, 2, 15, 31, 0, 39, None]","[6, 31, 13, 23, 2, 3, 22, 17, 20, 35, 12, 26, 2, 24, 34, 17, 39, 14, 39, 34, 31, 9, 11, 10, 31, 34, 19, 18, 20, 31, 12, 16, 6, 14, 2, 15, 31, 13, 39, None]",3,3,12,3,0.0008239599410444498,0.04845887306146324
"[24, 28, 32, 4, 7, 21, 2, 21, 9, 12, 14, 16, 27, 15, 13, None, 12, 36, 23, 36, 34, 8, 38, 21, 37, 9, 21, 37, 7, 10, 6, 24, 19, 28, 13, 12, 14, 34, 8, 38]","[24, 28, 32, 16, 12, 21, 2, 21, 9, 12, 16, 4, 27, 15, 13, None, 7, 36, 23, 36, 34, 8, 38, 21, 37, 9, 21, 37, 7, 10, 6, 24, 19, 28, 13, 12, 14, 34, 8, 38]",3,3,9,3,0.0008353909943252802,0.04843606008216739
"[7, 8, 7, 35, 23, 17, 2, 15, 29, 30, 13, 37, 22, 7, 4, 26, 35, 20, 3, None, 2, 4, 0, 19, 31, 24, 9, 12, 26, 23, 32, 13, 8, 20, 20, 9, 22, 13, 37, 11]","[7, 8, 7, 35, 23, 17, 2, 15, 29, 30, 13, 37, 22, 7, 4, 26, 35, 20, 3, None, 2, 4, 0, 19, 31, 24, 9, 12, 16, 23, 32, 13, 8, 20, 20, 9, 22, 13, 37, 26]",3,3,8,2,0.0007855081930756569,1.088995486497879e-05
"[18, 5, 27, 32, 25, 36, 8, 33, 15, 35, None, 17, 15, 35, 24, 4, 34, 15, 32, 33, 1, 25, 8, 22, 5, 36, 18, 8, 18, 20, 1, 39, 23, 29, 25, 6, 38, 34, 10, 15]","[18, 5, 26, 32, 25, 36, 21, 33, 15, 35, None, 17, 15, 35, 24, 4, 34, 15, 32, 33, 1, 25, 8, 22, 5, 36, 8, 18, 18, 20, 1, 39, 23, 29, 25, 6, 38, 34, 10, 15]",3,3,10,3,0.000836123013868928,0.047528784023597836
"[24, 20, 28, 6, 17, 31, 39, 9, 5, 39, 34, 24, 2, 25, 3, 14, None, 23, 26, 25, 6, 18, 23, 9, 37, 23, 36, 11, 27, 1, 13, 15, 10, 16, 5, 38, 17, 4, 10, 16]","[24, 20, 28, 6, 17, 6, 37, 9, 5, 37, 34, 24, 2, 25, 3, 14, None, 23, 26, 25, 6, 18, 23, 9, 39, 23, 36, 11, 27, 1, 13, 15, 10, 16, 5, 38, 17, 16, 10, 4]",3,3,8,3,0.0009254901669919491,0.04936628881841898
"[28, 7, 26, 33, 37, 28, 31, 38, 17, 23, 21, 3, 7, 17, 17, 38, 8, 12, 13, 37, 19, 31, 35, 2, 8, 1, 17, 35, 2, 32, 19, 36, 30, 31, 16, None, 20, 12, 27, 8]","[28, 7, 26, 33, 37, 28, 31, 38, 17, 23, 21, 3, 7, 17, 17, 38, 8, 12, 13, 30, 30, 31, 35, 2, 8, 1, 17, 35, 2, 32, 37, 36, 19, 31, 17, None, 20, 12, 27, 8]",3,3,10,3,0.0008412818424403667,0.04909783694893122
"[9, 3, 38, 30, 10, 7, 0, 21, 3, 29, 32, 23, 8, 7, 12, 6, 26, 28, 29, 17, 19, None, 25, 15, 16, 7, 13, 31, 9, 10, 6, 8, 21, 7, 10, 1, 39, 30, 8, 24]","[9, 7, 38, 21, 10, 3, 0, 30, 7, 29, 32, 23, 8, 3, 12, 20, 26, 28, 29, 17, 19, None, 25, 15, 16, 3, 13, 31, 9, 10, 6, 8, 21, 3, 10, 1, 39, 30, 8, 24]",3,3,12,3,0.0009243078529834747,0.05187152186408639
"[25, 0, 36, 37, 23, 39, 32, 1, 11, 0, 35, 12, None, 28, 32, 8, 26, 6, 21, 18, 22, 28, 37, 12, 6, 2, 18, 13, 29, 14, 22, 5, 35, 18, 14, 9, 11, 34, 36, 6]","[25, 0, 36, 37, 23, 20, 32, 1, 11, 0, 35, 12, None, 28, 32, 8, 26, 6, 21, 18, 27, 28, 13, 12, 6, 2, 18, 37, 29, 14, 27, 5, 35, 18, 14, 9, 11, 34, 36, 6]",3,3,12,3,0.0008375858888030052,0.04792388319037855
"[6, 35, 20, 34, 36, 17, 15, 8, 34, 20, 12, 28, 18, 31, 34, 16, 38, None, 3, 17, 19, 20, 4, 4, 35, 26, 30, 31, 36, 34, 0, 37, 29, 30, 9, 31, 3, 30, 9, 9]","[6, 35, 34, 20, 36, 17, 15, 8, 20, 34, 12, 28, 18, 31, 20, 16, 38, None, 3, 17, 9, 34, 4, 4, 35, 26, 30, 31, 36, 20, 0, 37, 29, 30, 19, 10, 3, 30, 9, 9]",3,3,13,3,0.0008772299624979496,0.052693559089675546
"[38, 21, 18, 23, 35, 33, 15, 8, 12, 11, 22, 13, 36, 17, 1, 0, 35, 1, 0, 2, 19, 8, 25, 7, 12, 21, 7, 26, 0, 2, 38, 14, None, 24, 28, 21, 32, 23, 23, 2]","[38, 21, 18, 23, 35, 18, 15, 8, 12, 11, 22, 13, 36, 17, 1, 0, 35, 1, 0, 2, 19, 8, 25, 7, 0, 21, 7, 26, 12, 2, 38, 14, None, 28, 24, 21, 32, 23, 23, 2]",3,3,5,3,0.0008309530094265938,0.048545034136623144
