t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[24, 6, 27, 6, 20, 8, 11, 6, 1, 10, None, 22, 18, 8, 26, 19, 26, 16, 24, 11, 7, 23, 10, 14, 19, 15, 7, 3, 12, 18]","[7, 6, 27, 6, 0, 8, 11, 6, 1, 10, None, 22, 18, 8, 26, 5, 9, 24, 24, 11, 16, 23, 10, 14, 19, 15, 7, 3, 12, 18]",5,5,16,5,0.0005916259251534939,34.9703921219334
"[1, 23, None, 24, 11, 9, 13, 4, 1, 3, 8, 1, 0, 12, 5, 27, 12, 18, 2, 10, 1, 6, 4, 9, 18, 2, 24, 26, 23, 10]","[27, 23, None, 24, 18, 9, 13, 4, 1, 3, 8, 1, 15, 12, 5, 8, 12, 18, 2, 10, 1, 6, 4, 9, 18, 2, 24, 26, 23, 10]",5,5,13,4,0.0005371840670704842,0.9575787391513586
"[27, 3, 5, 25, 15, 6, 19, 2, 15, 11, 0, 15, 11, 23, 8, None, 20, 4, 15, 14, 23, 7, 4, 15, 12, 10, 15, 4, 16, 19]","[9, 11, 5, 25, 15, 6, 19, 2, 15, 11, 0, 15, 3, 23, 8, None, 20, 4, 15, 14, 23, 7, 4, 15, 1, 10, 15, 4, 9, 17]",5,5,16,5,0.0005255821160972118,34.58485282887705
"[21, 26, None, 26, 14, 3, 7, 17, 0, 10, 4, 21, 4, 28, 8, 19, 18, 11, 2, 18, 2, 23, 18, 2, 3, 13, 7, 12, 12, 7]","[21, 10, None, 26, 14, 3, 7, 17, 0, 26, 4, 21, 4, 28, 8, 19, 15, 11, 2, 18, 2, 23, 23, 2, 3, 15, 7, 12, 12, 7]",5,5,18,5,0.0005223159678280354,34.410078068031
"[24, 26, 12, 16, 0, 25, 1, 16, 26, 15, 7, 6, 20, 4, None, 14, 15, 13, 26, 7, 18, 6, 29, 3, 14, 28, 5, 28, 7, 12]","[9, 26, 12, 16, 0, 13, 1, 16, 26, 15, 7, 6, 20, 4, None, 14, 15, 25, 26, 7, 18, 6, 15, 11, 14, 28, 17, 28, 7, 12]",5,5,19,5,0.0005371449515223503,34.84897199016996
"[21, 25, 23, 25, 3, 21, 28, 27, 26, 16, 28, 2, 24, 0, 22, 13, 5, 23, 25, 20, None, 19, 1, 1, 21, 13, 3, 5, 27, 9]","[21, 25, 6, 25, 3, 21, 1, 27, 28, 16, 28, 23, 24, 0, 22, 13, 5, 6, 25, 20, None, 19, 1, 26, 21, 13, 3, 5, 27, 12]",5,5,15,5,0.0005591749213635921,35.48293508798815
"[22, 7, 19, 7, 10, 25, 27, 19, 11, None, 19, 7, 9, 15, 2, 16, 25, 25, 8, 12, 17, 8, 28, 6, 6, 28, 25, 17, 9, 12]","[22, 7, 19, 7, 19, 25, 27, 19, 11, None, 25, 7, 9, 15, 2, 16, 25, 25, 8, 12, 17, 24, 28, 6, 6, 28, 4, 17, 9, 12]",5,5,13,4,0.0005463310517370701,0.9622265251819044
"[15, 2, 24, 22, 26, 13, 3, None, 7, 15, 4, 9, 27, 22, 16, 26, 5, 14, 0, 3, 28, 14, 7, 15, 18, 8, 7, 16, 1, 7]","[15, 2, 24, 7, 26, 13, 10, None, 4, 15, 22, 9, 27, 22, 16, 26, 5, 28, 0, 10, 28, 14, 7, 15, 18, 3, 7, 16, 1, 7]",5,5,17,4,0.000582478940486908,0.998095486080274
"[9, 22, 20, 4, 29, 13, 0, 1, 10, None, 17, 10, 7, 6, 29, 21, 29, 24, 27, 22, 0, 3, 21, 26, 23, 21, 14, 7, 23, 6]","[9, 22, 20, 4, 18, 13, 0, 3, 10, None, 17, 10, 7, 6, 12, 21, 2, 24, 6, 22, 0, 3, 21, 26, 23, 21, 14, 7, 23, 27]",5,5,14,5,0.0005896221846342087,35.05023138481192
"[21, 26, 18, 6, 25, 28, 28, 4, 2, 26, 0, 4, 24, None, 13, 29, 2, 5, 13, 10, 9, 8, 23, 21, 15, 23, 2, 28, 4, 21]","[21, 26, 18, 6, 25, 10, 24, 19, 21, 26, 0, 4, 24, None, 13, 29, 2, 5, 13, 10, 9, 23, 8, 2, 15, 8, 2, 28, 4, 21]",5,5,17,5,0.0005548170302063227,35.77770356601104
"[23, 9, 23, 2, 27, 1, 23, 6, 11, 19, 14, 14, 9, 24, 9, 17, 1, 18, 5, None, 4, 25, 9, 11, 11, 15, 27, 14, 7, 15]","[23, 9, 23, 2, 27, 1, 23, 6, 11, 19, 14, 14, 9, 5, 9, 17, 24, 13, 1, None, 7, 25, 9, 12, 11, 15, 27, 14, 7, 15]",5,5,19,5,0.0005492658820003271,34.66489936411381
"[11, 18, 9, 4, 23, 14, 4, 27, 14, 20, None, 5, 7, 29, 26, 19, 11, 7, 13, 0, 3, 28, 11, 8, 23, 21, 10, 10, 16, 8]","[11, 9, 9, 4, 23, 14, 4, 27, 14, 20, None, 5, 13, 29, 26, 19, 11, 7, 12, 13, 3, 28, 11, 8, 23, 21, 10, 10, 16, 8]",5,5,7,4,0.0005699959583580494,0.9591999689582735
"[26, 15, 24, 6, 3, 9, 13, 5, 24, 8, 29, 3, 11, 17, 19, 12, 13, None, 13, 22, 27, 27, 13, 20, 16, 23, 25, 4, 29, 20]","[26, 15, 13, 6, 3, 9, 8, 5, 17, 24, 29, 3, 8, 16, 19, 12, 8, None, 4, 22, 27, 27, 8, 20, 13, 23, 25, 4, 29, 20]",5,5,16,5,0.0006364700384438038,36.551513290032744
"[None, 23, 4, 8, 26, 4, 12, 2, 18, 15, 1, 16, 24, 28, 0, 28, 4, 23, 5, 14, 26, 20, 14, 15, 15, 28, 6, 21, 0, 7]","[9, 23, 19, 8, None, 9, 12, 0, 18, 26, 1, 16, 24, 28, 4, 28, 9, 23, 5, 14, 26, 20, 14, 15, 15, 28, 6, 21, 4, 7]",5,5,8,5,0.0006536119617521763,36.398567985976115
"[None, 13, 13, 24, 26, 11, 28, 16, 22, 18, 22, 17, 21, 15, 24, 20, 25, 0, 27, 8, 29, 15, 26, 12, 10, 20, 1, 13, 3, 11]","[None, 5, 5, 24, 26, 11, 28, 16, 22, 18, 22, 17, 21, 11, 24, 20, 25, 0, 27, 8, 29, 15, 26, 27, 10, 20, 1, 5, 3, 11]",5,5,10,4,0.0006070251110941172,0.9817364742048085
"[16, 9, 24, 14, 8, 2, 13, 10, 7, 29, None, 24, 20, 26, 12, 28, 6, 0, 17, 11, 1, 23, 6, 26, 0, 10, 8, 4, 18, 0]","[16, 9, 20, 14, 8, 29, 13, 10, 7, 28, None, 24, 18, 26, 2, 12, 6, 0, 17, 11, 1, 23, 2, 26, 0, 10, 8, 4, 0, 24]",5,5,12,5,0.0005922168493270874,36.237168221967295
"[28, 0, 18, 12, 21, 23, 5, 16, 4, 18, None, 8, 20, 11, 24, 19, 23, 12, 7, 29, 26, 10, 5, 15, 19, 0, 28, 22, 29, 4]","[28, 0, 4, 12, 21, 23, 5, 16, 4, 18, None, 8, 17, 11, 24, 19, 23, 26, 7, 29, 12, 10, 5, 15, 19, 0, 16, 22, 23, 4]",5,5,14,5,0.0005691139958798885,34.90988058806397
