t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[61, 73, 30, 58, 71, 24, 73, 35, 29, 14, 18, 48, 77, 5, 30, 71, 24, 45, 38, 28, 45, 71, 72, 19, 62, 36, 10, 62, 10, 77, 19, 35, 41, 52, 11, 48, 7, 0, 47, 21, 45, 21, 70, 56, 77, 66, 4, 66, 43, 42, 32, 38, 42, 8, 22, 9, 42, 39, 54, 37, 69, 8, 11, 14, 49, 24, 34, 31, 13, 76, 46, None, 64, 70, 41, 2, 31, 64, 41, 58]","[61, 73, 30, 58, 71, 24, 73, 35, 29, 14, 18, 48, 77, 5, 30, 71, 24, 45, 38, 28, 45, 71, 72, 19, 62, 36, 10, 62, 10, 77, 19, 35, 21, 52, 11, 48, 7, 0, 47, 21, 45, 32, 70, 56, 77, 66, 4, 66, 43, 42, 41, 38, 42, 8, 22, 9, 42, 39, 54, 37, 69, 8, 11, 14, 49, 24, 34, 31, 49, 76, 46, None, 64, 70, 32, 2, 31, 64, 32, 58]",3,3,12,3,0.0027613018173724413,0.3300027020741254
"[55, 14, 12, 7, 47, 73, 39, None, 54, 43, 7, 45, 11, 1, 46, 68, 38, 2, 73, 69, 26, 55, 42, 48, 79, 53, 18, 11, 9, 4, 79, 7, 75, 79, 48, 41, 58, 13, 59, 60, 53, 55, 78, 17, 3, 67, 33, 10, 32, 52, 3, 48, 70, 11, 25, 7, 35, 34, 75, 53, 58, 2, 48, 27, 2, 66, 23, 51, 63, 31, 39, 47, 21, 25, 26, 50, 54, 58, 52, 12]","[55, 14, 12, 7, 30, 73, 39, None, 54, 43, 7, 45, 11, 1, 46, 68, 38, 2, 73, 69, 26, 55, 42, 48, 79, 53, 18, 11, 9, 4, 79, 7, 75, 79, 48, 41, 58, 13, 59, 60, 53, 55, 74, 17, 3, 67, 33, 10, 32, 52, 3, 48, 70, 11, 25, 7, 35, 34, 75, 53, 58, 2, 48, 27, 2, 66, 23, 51, 63, 31, 39, 47, 21, 25, 52, 50, 54, 58, 26, 12]",3,3,9,3,0.0024273779708892107,0.31948538101278245
"[61, 21, 30, 43, None, 3, 12, 34, 44, 8, 73, 65, 13, 36, 47, 31, 68, 79, 49, 61, 7, 34, 79, 17, 45, 73, 49, 50, 33, 32, 23, 40, 5, 58, 4, 44, 29, 26, 34, 20, 63, 73, 55, 27, 49, 46, 49, 9, 32, 38, 4, 47, 10, 72, 78, 29, 78, 7, 1, 74, 9, 59, 64, 55, 41, 30, 47, 35, 3, 13, 68, 37, 70, 12, 56, 70, 13, 35, 41, 56]","[61, 21, 30, 43, None, 3, 12, 34, 44, 8, 73, 65, 13, 36, 47, 31, 68, 79, 49, 61, 17, 34, 79, 7, 45, 73, 49, 50, 33, 32, 20, 40, 5, 58, 4, 44, 29, 26, 34, 23, 63, 73, 55, 27, 49, 46, 41, 9, 32, 38, 4, 47, 10, 72, 78, 29, 78, 7, 1, 74, 9, 59, 64, 55, 41, 30, 47, 35, 3, 13, 68, 37, 70, 12, 56, 70, 13, 35, 41, 56]",3,3,14,3,0.0024074309039860964,0.32693301304243505
"[51, 64, 39, 66, 2, 46, None, 32, 66, 13, 71, 39, 10, 53, 57, 76, 26, 14, 45, 10, 1, 78, 8, 8, 72, 77, 49, 38, 1, 28, 64, 7, 29, 27, 42, 4, 30, 55, 76, 28, 75, 30, 77, 70, 9, 54, 13, 44, 18, 60, 1, 62, 45, 10, 17, 20, 10, 62, 22, 66, 36, 0, 6, 17, 14, 1, 42, 54, 12, 42, 29, 65, 45, 1, 23, 79, 55, 51, 16, 58]","[51, 64, 39, 66, 2, 46, 45, 32, 66, 13, 71, 39, 10, 53, 57, 76, 26, 14, 45, 10, 1, 78, 8, 61, 6, 77, 49, 38, 1, 28, 64, 7, 29, 27, 42, 4, 30, 55, 76, 28, 75, 30, 77, 70, 9, 54, 13, 44, 18, 60, 1, 62, 45, 10, 17, 20, 10, 62, 22, 66, 36, 0, 72, 17, 14, 1, 42, 54, 12, 42, 29, 65, None, 1, 23, 79, 55, 51, 16, 58]",3,3,7,3,0.002417759969830513,0.3247491498477757
"[27, 28, 6, 4, 28, 27, 39, 66, 9, 14, 61, 27, 22, 31, 22, 55, 2, 13, 56, 59, 9, 48, None, 33, 48, 23, 22, 55, 7, 12, 24, 73, 14, 26, 59, 59, 72, 23, 1, 48, 56, 47, 49, 14, 35, 54, 43, 19, 38, 76, 19, 79, 43, 5, 12, 18, 19, 68, 59, 2, 10, 9, 42, 40, 14, 44, 23, 19, 72, 74, 14, 50, 78, 42, 48, 42, 14, 71, 16, 46]","[27, 28, 6, 4, 28, 27, 39, 66, 9, 14, 74, 27, 22, 31, 22, 55, 2, 13, 56, 59, 9, 48, None, 33, 48, 23, 22, 55, 7, 12, 21, 73, 14, 26, 59, 59, 72, 23, 1, 48, 56, 47, 49, 14, 35, 54, 43, 19, 38, 76, 19, 79, 43, 5, 12, 18, 19, 68, 59, 2, 10, 48, 42, 40, 14, 44, 23, 19, 72, 61, 14, 50, 78, 42, 9, 42, 14, 71, 16, 46]",3,3,11,3,0.002383895916864276,0.3259278938639909
"[15, 35, 45, 17, 2, 6, 16, 51, 46, 36, 53, 9, 75, 78, 33, 58, 75, 32, 32, 8, 71, 78, 79, 14, 71, 69, 5, 3, 46, 58, 3, 64, 6, 44, 39, 32, 20, None, 43, 43, 50, 20, 10, 8, 37, 0, 42, 14, 29, 56, 35, 55, 40, 11, 26, 39, 14, 38, 30, 68, 53, 70, 66, 65, 59, 17, 19, 59, 5, 13, 74, 12, 59, 12, 5, 23, 31, 40, 72, 69]","[15, 35, 73, 17, 2, 6, 16, 51, 46, 36, 53, 9, 75, 78, 33, 58, 75, 32, 32, 8, 71, 78, 79, 14, 71, 69, 5, 3, 46, 58, 3, 64, 6, 44, 39, 32, 20, None, 43, 43, 50, 20, 10, 8, 37, 12, 42, 14, 29, 56, 35, 55, 51, 11, 26, 39, 14, 38, 30, 68, 53, 70, 66, 65, 59, 17, 19, 59, 5, 13, 74, 12, 59, 0, 5, 23, 31, 40, 72, 69]",3,3,7,3,0.002481417963281274,0.3257715420331806
"[73, 49, 49, 58, 9, 21, 37, 25, 57, 71, 19, 69, 67, 53, 65, 2, 74, 72, 47, 59, 44, 71, 57, 66, 23, 78, 66, 22, 31, 69, 66, 71, 70, 38, 0, 54, 56, 78, 66, 0, 37, 32, 61, 61, 7, 64, 64, 9, 49, 50, 62, 48, 18, 77, 61, 49, 25, 18, 40, 79, 14, 16, None, 7, 30, 53, 20, 56, 24, 49, 2, 12, 4, 50, 75, 19, 60, 7, 62, 7]","[73, 45, 45, 58, 9, 21, 37, 25, 57, 71, 19, 69, 67, 53, 65, 2, 74, 72, 47, 59, 44, 71, 57, 66, 23, 78, 66, 22, 31, 69, 66, 71, 70, 38, 0, 54, 56, 78, 66, 0, 37, 32, 61, 61, 7, 63, 64, 9, 45, 64, 62, 48, 18, 77, 61, 45, 25, 18, 40, 79, 14, 16, None, 7, 30, 53, 20, 56, 24, 45, 2, 12, 4, 50, 75, 19, 60, 7, 62, 7]",3,3,8,3,0.0025452079717069864,0.3575737630017102
"[13, 59, 4, 20, 37, 13, 60, None, 33, 7, 62, 38, 39, 56, 68, 7, 36, 25, 2, 6, 0, 70, 65, 62, 27, 69, 45, 34, 63, 33, 67, 56, 29, 9, 10, 52, 4, 8, 36, 34, 38, 71, 50, 2, 77, 30, 16, 61, 20, 78, 54, 28, 58, 9, 48, 13, 62, 59, 53, 6, 35, 62, 15, 45, 14, 10, 54, 9, 41, 68, 18, 57, 77, 56, 15, 6, 13, 42, 29, 74]","[13, 59, 4, 20, 37, 13, 60, None, 33, 7, 62, 38, 39, 56, 68, 7, 36, 25, 2, 6, 0, 50, 65, 62, 27, 69, 45, 34, 63, 33, 67, 56, 29, 9, 10, 52, 4, 8, 36, 34, 38, 71, 70, 2, 77, 30, 16, 61, 20, 78, 18, 28, 58, 9, 48, 13, 26, 59, 53, 6, 35, 62, 15, 45, 14, 10, 54, 9, 41, 68, 54, 57, 77, 56, 15, 6, 13, 42, 29, 74]",3,3,10,3,0.002443677978590131,0.32546812505461276
"[58, 29, 14, 32, 35, 25, 1, 16, 3, 63, 70, 2, 68, 0, 42, 73, 9, 29, 45, 79, 7, 68, 6, 22, 57, 21, 20, 70, 15, 30, 18, 1, 34, 24, 56, 56, 29, 42, 0, 69, 7, 3, 35, 51, 8, 60, 61, 78, 77, 59, 15, 24, 57, 67, 28, 60, None, 25, 74, 22, 37, 25, 12, 49, 11, 27, 36, 1, 28, 52, 46, 61, 32, 40, 62, 5, 57, 68, 8, 63]","[58, 29, 14, 32, 35, 25, 1, 16, 3, 63, 70, 2, 68, 0, 42, 73, 9, 29, 45, 79, 7, 68, 6, 22, 57, 21, 20, 70, 15, 30, 18, 1, 34, 24, 56, 56, 17, 42, 0, 69, 7, 3, 35, 51, 8, 60, 61, 78, 36, 59, 15, 24, 57, 67, 28, 60, None, 25, 74, 22, 37, 25, 12, 49, 11, 27, 77, 1, 28, 52, 46, 61, 32, 40, 62, 5, 57, 29, 8, 63]",3,3,8,3,0.0024587770458310843,0.32552404911257327
"[46, 74, 51, 13, 16, 76, 17, 36, 67, 53, 38, 65, 49, 75, 24, 38, 65, 42, 39, 17, 48, 71, 29, 26, 28, 26, 48, 22, 27, None, 45, 20, 47, 68, 19, 31, 43, 56, 30, 48, 26, 60, 48, 22, 34, 29, 38, 69, 76, 5, 58, 10, 40, 66, 72, 10, 26, 27, 64, 39, 1, 24, 43, 66, 25, 23, 70, 37, 79, 9, 18, 41, 39, 11, 69, 72, 14, 69, 73, 69]","[46, 74, 51, 13, 16, 76, 17, 36, 67, 53, 38, 65, 49, 75, 24, 38, 65, 42, 39, 17, 41, 71, 29, 26, 28, 26, 41, 22, 27, None, 45, 20, 47, 68, 19, 31, 43, 56, 30, 41, 26, 76, 41, 22, 34, 24, 38, 69, 60, 5, 58, 10, 40, 66, 72, 10, 26, 27, 64, 39, 1, 24, 43, 66, 25, 23, 70, 37, 79, 9, 18, 48, 39, 11, 69, 72, 14, 69, 73, 69]",3,3,11,3,0.002584210829809308,0.3334654439240694
