t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[37, 18, 17, 16, 0, 12, 17, 1, 26, 23, 39, 26, 0, 30, 19, 37, 22, 35, 21, 36, 2, 4, 2, 0, 16, 37, 28, 24, 36, 7, 34, 22, 31, 2, 25, None, 35, 8, 19, 0]","[37, 18, 17, 16, 0, 12, 17, 1, 26, 38, 39, 26, 0, 4, 19, 37, 22, 35, 13, 36, 2, 30, 2, 0, 16, 38, 28, 24, 36, 7, 34, 22, 31, 2, 25, None, 35, 8, 19, 0]",4,4,10,4,0.0008234491106122732,2.8221794171258807
"[35, 30, 20, 11, 32, 39, 12, 17, 38, 12, 4, 27, 32, 29, 20, 3, 29, 1, 7, 0, 35, 4, 0, 32, 28, 38, 32, 12, 7, 8, 35, 3, 22, 6, 21, None, 27, 15, 9, 36]","[35, 23, 20, 11, 32, 39, 12, 17, 38, 12, 34, 27, 32, 29, 20, 3, 29, 1, 7, 0, 35, 4, 0, 35, 28, 38, 4, 12, 7, 8, 32, 3, 22, 6, 21, None, 27, 15, 9, 36]",4,4,12,4,0.0008568111807107925,2.8475519670173526
"[23, 36, 36, 11, 10, 12, 36, 35, None, 5, 39, 22, 4, 21, 8, 2, 28, 4, 2, 7, 15, 3, 39, 36, 38, 14, 8, 14, 1, 19, 0, 37, 28, 32, 29, 4, 25, 8, 37, 37]","[23, 36, 36, 11, 33, 12, 36, 35, None, 5, 32, 22, 39, 21, 8, 2, 28, 4, 2, 7, 15, 35, 39, 36, 38, 14, 8, 14, 1, 19, 0, 37, 28, 39, 29, 4, 25, 8, 37, 37]",4,4,12,4,0.0008329071570187807,2.943053998053074
"[26, 7, 36, 36, 3, 22, 22, 35, 19, 8, 27, 18, 4, 10, 10, 13, 36, 20, 35, 5, 26, 37, 20, 29, 17, 13, 38, 34, 17, 7, 28, 23, 22, 7, 31, 38, None, 1, 3, 3]","[26, 7, 36, 36, 3, 22, 22, 35, 19, 8, 27, 18, 4, 10, 10, 13, 36, 20, 35, 5, 26, 37, 20, 39, 17, 13, 38, 34, 17, 3, 28, 23, 22, 23, 31, 38, None, 1, 3, 7]",4,4,9,3,0.0008414529729634523,0.04796173400245607
"[1, 25, 8, 13, 22, 20, 20, 14, 9, 20, 0, 32, 15, 22, 36, 29, 26, 34, 25, 1, 12, 32, 31, 30, 35, 16, 36, 39, 12, 39, 24, 28, 34, 18, 10, 25, None, 3, 14, 36]","[1, 25, 8, 19, 22, 6, 20, 14, 9, 20, 0, 3, 15, 22, 36, 29, 26, 34, 25, 1, 12, 3, 31, 30, 35, 16, 36, 39, 12, 39, 24, 28, 13, 18, 10, 25, None, 32, 14, 36]",4,4,14,4,0.0008968471083790064,2.844311622902751
"[11, 8, 8, 19, 9, 35, 12, 18, 19, 38, 33, 36, 19, 23, 29, 26, 15, 23, 22, None, 33, 16, 8, 0, 3, 23, 24, 8, 30, 31, 35, 25, 39, 12, 25, 22, 33, 33, 5, 4]","[11, 25, 8, 19, 9, 35, 37, 9, 19, 38, 33, 36, 19, 23, 29, 26, 15, 23, 22, None, 33, 16, 8, 0, 3, 23, 24, 8, 30, 31, 35, 25, 39, 12, 8, 22, 33, 33, 5, 4]",4,4,17,4,0.0008024699054658413,2.761071166023612
"[7, 29, 23, 5, 17, 17, 30, None, 37, 29, 29, 10, 19, 28, 20, 34, 6, 23, 29, 26, 28, 4, 29, 7, 35, 36, 2, 36, 34, 33, 10, 8, 11, 20, 0, 7, 34, 25, 17, 13]","[7, 29, 23, 36, 17, 17, 30, None, 37, 29, 29, 10, 19, 28, 20, 34, 6, 23, 29, 30, 28, 4, 29, 7, 35, 5, 7, 36, 34, 33, 10, 8, 11, 20, 0, 7, 34, 3, 17, 13]",4,4,13,4,0.0007878330070525408,2.8050508769229054
"[31, 27, 9, 0, 39, 12, 5, 24, 38, 36, 34, 4, 9, 21, 20, 1, 2, 4, 27, 13, 39, 34, 18, 26, 36, 10, 16, 12, 17, 11, 21, 12, 15, 9, 28, 1, 17, 1, 4, None]","[31, 36, 9, 0, 39, 12, 5, 24, 38, 19, 34, 4, 9, 21, 20, 1, 2, 4, 36, 17, 39, 34, 18, 26, 19, 10, 12, 13, 17, 11, 21, 12, 15, 9, 28, 1, 12, 1, 4, None]",4,4,13,4,0.0008659791201353073,2.915438603842631
"[34, 14, 33, 8, 1, None, 8, 27, 23, 15, 33, 28, 39, 8, 5, 11, 31, 36, 27, 1, 1, 31, 8, 21, 10, 19, 27, 24, 23, 37, 11, 4, 2, 20, 13, 19, 22, 22, 34, 20]","[34, 14, 33, 8, 1, None, 8, 19, 23, 15, 33, 28, 39, 8, 5, 11, 23, 36, 27, 1, 1, 27, 8, 25, 10, 31, 27, 24, 23, 37, 11, 4, 2, 20, 13, 19, 22, 22, 34, 20]",4,4,12,4,0.00081015401519835,2.817081958986819
"[13, 18, 27, 8, 7, 31, 35, 17, 13, 26, 39, 30, 21, 22, 10, 24, 28, 24, 36, 4, 14, 11, 18, 33, 23, 14, 20, 29, None, 26, 16, 29, 18, 28, 1, 36, 7, 2, 8, 3]","[13, 32, 27, 8, 3, 31, 35, 17, 13, 26, 4, 30, 21, 22, 10, 24, 28, 24, 36, 39, 14, 11, 18, 33, 23, 14, 20, 15, None, 26, 16, 29, 18, 28, 1, 36, 7, 2, 8, 7]",4,4,18,4,0.000914630014449358,2.9577170859556645
"[7, 39, 20, 4, 10, 34, 0, 33, 20, 33, 38, 21, 28, 9, 23, 16, 33, 34, 22, 31, 39, 36, 14, 1, 2, 13, 9, 7, 21, 30, 27, 32, 12, 3, 2, 22, None, 15, 11, 12]","[7, 39, 18, 4, 10, 34, 0, 20, 33, 20, 38, 21, 28, 9, 23, 16, 20, 34, 22, 31, 3, 36, 14, 1, 2, 13, 9, 7, 21, 30, 27, 32, 12, 39, 2, 22, None, 15, 11, 0]",4,4,11,4,0.0009443559683859348,2.9048945079557598
"[1, 5, 10, 30, 39, 36, 16, 12, 5, 36, None, 14, 21, 12, 38, 10, 33, 34, 30, 39, 0, 3, 35, 7, 20, 13, 22, 25, 19, 32, 14, 37, 20, 2, 11, 31, 2, 7, 28, 5]","[1, 5, 10, 30, 39, 36, 19, 12, 5, 36, None, 14, 21, 12, 38, 32, 39, 34, 30, 33, 0, 3, 35, 7, 20, 13, 22, 25, 16, 32, 14, 37, 20, 2, 11, 31, 2, 7, 28, 5]",4,4,9,3,0.0009087079670280218,0.048343046102672815
"[18, 6, 27, 0, 20, 11, 2, 18, 37, 30, 23, 1, 17, 19, 32, 18, 35, 9, 30, None, 7, 22, 2, 17, 8, 2, 31, 13, 39, 5, 13, 10, 38, 22, 24, 20, 25, 4, 29, 5]","[18, 6, 27, 0, 20, 11, 2, 18, 9, 30, 23, 1, 25, 19, 32, 18, 38, 37, 30, None, 7, 22, 2, 8, 17, 2, 31, 13, 39, 5, 13, 10, 38, 22, 24, 20, 25, 4, 29, 5]",4,4,16,4,0.0008894021157175303,2.8246138531249017
"[22, 34, 22, 33, 26, 17, 33, None, 5, 3, 32, 4, 32, 1, 28, 1, 21, 16, 21, 35, 36, 39, 27, 7, 7, 36, 10, 32, 3, 13, 12, 15, 7, 4, 21, 17, 16, 7, 15, 28]","[22, 34, 23, 33, 26, 17, 33, None, 5, 3, 32, 17, 32, 1, 28, 1, 21, 16, 6, 11, 36, 39, 27, 7, 7, 36, 10, 32, 3, 13, 12, 15, 7, 4, 21, 4, 16, 7, 15, 28]",4,4,16,4,0.0008220970630645752,2.908157160039991
