t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[3, 47, 48, 16, 19, 43, 36, 18, 9, 38, 11, 15, 6, 14, 39, 18, 34, 34, 36, None, 21, 14, 47, 34, 35, 49, 25, 3, 37, 0, 47, 18, 18, 10, 45, 29, 34, 34, 36, 41, 0, 27, 4, 35, 31, 19, 43, 45, 24, 45]","[3, 47, 48, 16, 19, 29, 36, 18, 9, 38, 11, 15, 6, 14, 39, 18, 34, 34, 36, None, 21, 14, 47, 34, 5, 49, 25, 3, 37, 35, 12, 18, 18, 10, 45, 43, 34, 34, 36, 41, 0, 27, 4, 0, 31, 19, 29, 45, 24, 45]",4,4,9,4,0.0011802669614553452,6.696169523987919
"[6, None, 10, 44, 10, 33, 27, 4, 21, 41, 9, 36, 39, 29, 20, 13, 12, 7, 20, 23, 15, 15, 17, 1, 22, 4, 21, 44, 10, 37, 18, 11, 3, 8, 43, 44, 28, 12, 7, 19, 9, 8, 27, 22, 16, 46, 39, 18, 7, 17]","[6, None, 10, 44, 10, 19, 19, 4, 21, 41, 9, 36, 39, 29, 20, 13, 12, 7, 20, 8, 15, 15, 17, 1, 22, 4, 5, 44, 10, 37, 18, 11, 3, 23, 43, 44, 28, 12, 7, 33, 9, 8, 27, 22, 16, 46, 39, 18, 7, 17]",4,4,11,4,0.001201295992359519,6.574054473079741
"[36, 47, 36, 49, 40, 14, 12, None, 21, 38, 8, 26, 15, 33, 41, 44, 40, 16, 46, 40, 38, 40, 9, 48, 41, 49, 34, 1, 49, 30, 17, 18, 42, 24, 21, 45, 33, 48, 23, 33, 7, 27, 45, 4, 25, 25, 35, 25, 41, 10]","[36, 47, 36, 22, 40, 14, 12, None, 25, 38, 31, 26, 15, 33, 41, 44, 40, 16, 46, 40, 38, 40, 9, 48, 41, 49, 34, 1, 49, 30, 17, 21, 42, 24, 21, 8, 33, 48, 23, 33, 7, 27, 8, 4, 25, 18, 35, 25, 41, 10]",4,4,15,4,0.0012155119329690933,6.553183537907898
"[8, 17, 7, 13, 5, 48, 7, 49, 23, 47, 4, 26, 29, None, 34, 30, 4, 44, 7, 44, 29, 29, 7, 24, 27, 1, 18, 43, 15, 26, 26, 37, 40, 28, 29, 13, 31, 24, 17, 38, 21, 42, 16, 10, 15, 33, 24, 17, 32, 13]","[8, 17, 7, 13, 22, 48, 7, 49, 47, 23, 4, 26, 29, None, 34, 30, 4, 44, 7, 44, 29, 29, 7, 17, 27, 20, 18, 43, 15, 26, 26, 37, 40, 28, 29, 13, 31, 24, 17, 38, 21, 42, 16, 10, 15, 33, 24, 24, 32, 13]",4,4,15,4,0.0011767500545829535,6.538673173869029
"[43, 14, 38, 13, 21, 12, 41, 39, 30, 12, 40, 36, 26, 9, 18, 37, 25, 47, 40, 45, 40, 1, 7, 5, 36, 15, 15, 24, 7, 33, 7, 32, 22, 35, 7, 41, 29, 45, 8, 36, 25, None, 19, 49, 6, 41, 38, 8, 34, 3]","[43, 14, 38, 13, 21, 12, 41, 39, 30, 7, 40, 36, 26, 28, 18, 37, 25, 47, 23, 45, 40, 1, 7, 5, 36, 15, 15, 24, 12, 33, 7, 32, 22, 35, 7, 41, 29, 45, 8, 36, 25, None, 19, 49, 47, 41, 38, 8, 34, 3]",4,4,16,4,0.0012018568813800812,6.512433744035661
"[24, 40, 25, 48, 23, 15, 5, 31, 24, 19, 38, 22, 19, 6, 22, 4, 34, 6, 8, 7, 36, 19, 40, 30, 38, 19, 17, 33, 48, 45, None, 34, 43, 1, 30, 41, 42, 23, 5, 22, 49, 0, 19, 6, 36, 15, 11, 25, 36, 5]","[36, 17, 25, 48, 23, 15, 5, 31, 24, 19, 38, 22, 19, 6, 22, 4, 34, 6, 8, 7, 5, 19, 40, 30, 38, 19, 17, 33, 48, 45, None, 34, 43, 1, 30, 41, 42, 23, 5, 22, 49, 20, 19, 6, 36, 15, 11, 25, 36, 5]",4,4,14,4,0.0011062880512326956,6.515853462042287
"[28, 29, 12, 25, 20, 4, 26, 29, 10, 8, 38, None, 14, 26, 48, 11, 10, 49, 36, 3, 18, 0, 27, 35, 49, 2, 0, 39, 49, 20, 19, 3, 4, 25, 46, 20, 16, 16, 30, 11, 38, 3, 48, 22, 1, 7, 12, 23, 11, 20]","[28, 29, 12, 25, 20, 4, 34, 29, 10, 8, 38, None, 14, 26, 48, 11, 10, 49, 36, 3, 18, 0, 27, 35, 9, 2, 0, 39, 49, 20, 19, 3, 4, 25, 41, 20, 16, 16, 30, 11, 38, 12, 48, 22, 1, 7, 3, 23, 11, 20]",4,4,13,4,0.0011357939802110195,6.552927955985069
"[45, 26, 37, 48, 49, 34, 41, 6, 45, 37, 25, 21, 20, 10, 36, 13, 14, 36, 41, 46, 11, 35, 46, 35, 15, 37, 15, 24, 48, 33, 5, 10, 15, 21, 48, 16, 38, 0, 39, 27, 5, 40, 22, 45, 29, None, 25, 37, 32, 43]","[45, 45, 37, 48, 49, 34, 39, 6, 26, 37, 25, 21, 20, 10, 36, 13, 14, 36, 41, 46, 11, 35, 46, 35, 15, 37, 15, 24, 0, 33, 5, 10, 15, 21, 48, 16, 38, 0, 39, 27, 5, 40, 22, 45, 29, None, 25, 37, 32, 43]",4,4,10,4,0.00109582906588912,6.383710962953046
"[46, 14, 4, 49, 29, 9, 46, 13, 39, 13, 29, 25, 4, None, 22, 9, 23, 24, 6, 7, 11, 3, 19, 2, 10, 49, 43, 40, 0, 26, 12, 35, 9, 45, 8, 17, 6, 24, 23, 12, 32, 49, 43, 22, 39, 23, 43, 27, 2, 17]","[46, 14, 4, 49, 29, 9, 46, 13, 39, 13, 27, 25, 4, None, 22, 9, 23, 24, 6, 7, 11, 3, 19, 2, 10, 49, 43, 38, 0, 26, 12, 35, 9, 45, 8, 17, 6, 24, 32, 12, 23, 49, 43, 22, 39, 8, 43, 27, 2, 17]",4,4,15,4,0.0011125900782644749,6.455364461988211
"[46, 6, 39, 38, 3, 9, 26, 36, 7, None, 25, 43, 28, 4, 7, 7, 49, 14, 2, 35, 47, 49, 7, 19, 18, 23, 15, 8, 41, 46, 9, 13, 4, 32, 4, 7, 41, 25, 19, 5, 25, 48, 46, 13, 2, 22, 15, 1, 18, 41]","[46, 6, 39, 38, 3, 9, 26, 36, 7, None, 25, 43, 28, 4, 7, 7, 49, 14, 2, 35, 47, 16, 7, 19, 18, 23, 15, 8, 41, 46, 9, 13, 4, 32, 4, 7, 41, 44, 19, 5, 25, 48, 2, 13, 46, 22, 15, 1, 18, 41]",4,4,13,4,0.0011036430951207876,6.401296644937247
