t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[4, 46, 7, 38, 25, 45, 9, None, 75, 12, 48, 5, 4, 46, 36, 38, 28, 11, 34, 17, 18, 31, 56, 13, 63, 44, 58, 13, 46, 26, 9, 22, 69, 32, 79, 45, 23, 70, 72, 54, 77, 78, 43, 69, 2, 62, 20, 79, 63, 76, 55, 10, 30, 64, 31, 28, 2, 58, 25, 24, 25, 35, 44, 41, 22, 41, 77, 47, 63, 7, 68, 15, 22, 79, 58, 9, 69, 13, 71, 17]","[4, 46, 7, 38, 25, 45, 9, None, 75, 12, 48, 5, 4, 46, 36, 38, 28, 11, 34, 17, 18, 31, 65, 13, 63, 44, 58, 13, 46, 26, 9, 22, 69, 32, 79, 45, 23, 70, 49, 54, 77, 78, 43, 69, 2, 62, 20, 79, 63, 22, 55, 10, 30, 64, 31, 28, 2, 58, 25, 24, 25, 35, 44, 41, 22, 41, 77, 47, 63, 7, 68, 15, 76, 79, 58, 9, 69, 13, 47, 17]",4,4,13,4,0.002366974949836731,39.48007291997783
"[7, 75, 20, 58, 62, 47, 5, 44, 76, 49, 78, 32, 33, 50, 0, 24, 69, 45, 43, 28, 45, 34, 34, None, 74, 39, 47, 66, 23, 57, 68, 4, 6, 45, 39, 22, 31, 79, 44, 2, 54, 43, 75, 44, 55, 61, 41, 48, 64, 0, 76, 54, 43, 18, 37, 61, 53, 39, 14, 7, 17, 23, 48, 1, 39, 67, 2, 49, 35, 27, 69, 64, 23, 59, 14, 38, 63, 3, 27, 73]","[69, 75, 20, 58, 62, 47, 39, 44, 76, 49, 78, 32, 33, 50, 0, 24, 69, 45, 43, 28, 45, 34, 34, None, 74, 5, 47, 66, 23, 57, 68, 4, 25, 45, 39, 22, 31, 79, 44, 2, 54, 43, 75, 44, 55, 61, 41, 48, 64, 0, 76, 54, 43, 18, 37, 61, 53, 25, 14, 7, 17, 23, 48, 1, 39, 67, 2, 49, 35, 27, 69, 64, 23, 59, 14, 38, 63, 3, 27, 73]",4,4,16,4,0.00247652898542583,39.14819076983258
"[8, 13, 23, 15, 3, 17, 68, 66, 12, None, 67, 63, 68, 38, 21, 46, 79, 41, 45, 11, 77, 26, 60, 64, 43, 11, 35, 47, 76, 46, 9, 46, 60, 39, 30, 3, 48, 14, 12, 40, 76, 1, 8, 12, 5, 23, 54, 63, 34, 43, 68, 55, 20, 69, 22, 49, 69, 9, 69, 57, 24, 22, 30, 14, 8, 41, 51, 47, 58, 20, 14, 73, 25, 16, 19, 33, 30, 59, 37, 19]","[8, 13, 10, 15, 3, 17, 68, 66, 12, None, 64, 63, 68, 38, 21, 46, 79, 41, 45, 11, 77, 26, 60, 67, 43, 11, 35, 47, 76, 46, 9, 46, 60, 39, 30, 3, 48, 14, 12, 40, 51, 1, 8, 12, 5, 10, 54, 63, 34, 43, 68, 55, 20, 68, 22, 49, 69, 9, 69, 57, 24, 22, 30, 14, 8, 41, 51, 47, 58, 20, 14, 73, 25, 16, 19, 33, 30, 59, 37, 19]",4,4,14,4,0.0024507511407136917,39.758624089183286
"[2, 40, 6, 20, 2, 9, 76, 16, 29, 20, 15, 0, 77, 25, 28, 36, 65, 42, 66, 44, None, 9, 24, 56, 37, 48, 28, 11, 65, 56, 6, 15, 52, 69, 22, 14, 79, 47, 75, 47, 17, 77, 41, 33, 76, 52, 21, 5, 60, 50, 1, 19, 5, 61, 31, 7, 78, 6, 18, 29, 43, 59, 60, 13, 5, 2, 12, 65, 57, 57, 5, 16, 49, 68, 0, 21, 20, 15, 28, 4]","[2, 40, 6, 20, 2, 9, 76, 16, 29, 20, 15, 0, 77, 25, 28, 36, 65, 42, 66, 44, None, 9, 24, 56, 37, 48, 28, 11, 65, 56, 6, 15, 52, 69, 22, 14, 79, 47, 75, 47, 17, 77, 41, 33, 76, 52, 29, 5, 60, 67, 65, 19, 5, 61, 65, 7, 78, 6, 18, 29, 43, 59, 60, 13, 5, 2, 12, 1, 57, 57, 5, 16, 49, 68, 0, 21, 20, 15, 28, 4]",4,4,15,4,0.0024020399432629347,39.304853986017406
"[39, 65, 36, 65, 58, 13, 7, 55, 44, 53, 75, 58, 63, 52, 31, 55, 48, 37, 24, 45, 73, 53, 5, 27, 47, 49, 20, 21, 33, 51, 31, 60, 64, 22, 1, 65, 66, 26, 2, 73, 57, 48, 17, 38, 27, 62, 30, 52, 15, 45, 64, 19, 32, 59, 61, 66, 62, 78, 62, 11, 62, 2, 13, 45, None, 9, 22, 3, 17, 0, 26, 75, 41, 53, 37, 76, 2, 65, 19, 39]","[39, 65, 36, 65, 58, 13, 7, 55, 44, 53, 75, 58, 63, 52, 31, 55, 48, 37, 24, 45, 57, 64, 5, 27, 47, 49, 20, 21, 33, 51, 31, 60, 64, 22, 1, 65, 66, 26, 2, 57, 73, 48, 17, 38, 27, 62, 30, 52, 15, 45, 64, 19, 32, 59, 61, 66, 62, 53, 62, 11, 62, 2, 50, 45, None, 9, 22, 3, 17, 0, 26, 75, 41, 78, 37, 76, 2, 65, 19, 39]",4,4,14,4,0.002453245921060443,39.55799572193064
"[33, 78, 66, 18, 63, 28, 22, 61, 44, 34, 15, 4, 47, 63, 69, 60, None, 68, 63, 61, 52, 2, 18, 65, 27, 23, 15, 36, 36, 46, 70, 60, 63, 77, 78, 15, 39, 14, 19, 49, 33, 64, 27, 50, 63, 21, 28, 26, 32, 43, 59, 58, 4, 4, 30, 39, 18, 16, 56, 45, 2, 48, 20, 16, 59, 14, 38, 74, 41, 49, 56, 41, 5, 70, 50, 27, 17, 9, 24, 16]","[7, 78, 66, 18, 63, 28, 22, 77, 44, 34, 15, 4, 47, 63, 69, 60, None, 68, 63, 61, 52, 2, 18, 65, 27, 23, 15, 36, 36, 46, 70, 60, 63, 61, 78, 15, 39, 14, 19, 49, 7, 64, 27, 50, 63, 21, 28, 26, 32, 43, 59, 58, 4, 46, 25, 39, 18, 16, 56, 45, 2, 48, 20, 16, 59, 14, 38, 74, 41, 49, 56, 41, 5, 70, 50, 27, 17, 9, 24, 16]",4,4,15,4,0.002395539078861475,39.67413242300972
"[21, 71, 64, 23, 24, 57, 38, 60, 17, 79, 33, 5, 22, 45, 61, 32, 73, 57, 52, 4, 64, 43, 59, 11, 77, 60, 58, 11, 51, 66, 58, None, 79, 5, 64, 46, 46, 69, 26, 73, 58, 36, 16, 13, 11, 79, 38, 31, 76, 79, 67, 32, 2, 48, 0, 32, 14, 73, 57, 15, 28, 21, 20, 32, 78, 60, 0, 17, 0, 54, 75, 27, 20, 47, 25, 18, 60, 29, 42, 67]","[21, 71, 64, 23, 24, 57, 38, 60, 17, 79, 39, 5, 22, 45, 61, 32, 73, 57, 52, 4, 64, 43, 59, 11, 77, 60, 58, 25, 51, 66, 58, None, 79, 73, 64, 46, 46, 69, 26, 5, 58, 36, 16, 13, 11, 79, 38, 31, 76, 79, 67, 32, 2, 48, 0, 32, 14, 73, 74, 15, 28, 21, 20, 32, 78, 60, 0, 17, 0, 54, 75, 27, 20, 47, 25, 18, 60, 29, 42, 67]",4,4,12,4,0.002421566052362323,39.3120069031138
"[43, 66, 10, 37, 34, 61, 40, 36, 38, 22, 27, 68, 65, 74, 39, 69, 61, 51, 9, 61, 68, 48, 59, 39, 13, 64, 53, 4, 54, 55, 54, 41, 47, 37, 17, 69, 29, 25, 40, 17, 19, 47, 65, 23, 56, 7, 39, 27, 34, 74, 40, 30, 21, 46, 24, 10, None, 24, 29, 67, 44, 52, 19, 62, 56, 62, 72, 49, 16, 20, 15, 47, 61, 10, 44, 23, 75, 20, 22, 75]","[43, 66, 10, 37, 34, 68, 40, 36, 38, 22, 27, 68, 65, 74, 39, 69, 61, 51, 9, 61, 68, 48, 59, 39, 13, 64, 53, 4, 54, 55, 54, 41, 47, 37, 17, 69, 29, 25, 40, 17, 19, 47, 65, 23, 56, 7, 39, 27, 34, 74, 62, 30, 21, 46, 24, 10, None, 24, 29, 67, 44, 52, 19, 40, 56, 62, 72, 49, 16, 20, 15, 47, 61, 10, 44, 23, 75, 20, 22, 75]",4,4,10,3,0.002263610949739814,0.3132790680974722
"[59, 41, 45, 19, 25, 57, 54, 33, 32, 77, 70, 58, 53, 21, 61, 35, 47, 75, 23, 77, 71, 73, 19, 55, 64, 5, 75, 31, 3, 40, 42, 45, 3, 76, 52, 8, 72, 36, 16, 6, 74, 0, 17, 56, 32, 26, 72, 77, 32, 77, 78, 46, 60, 51, 27, 61, 58, 27, 46, 40, 44, 25, 22, 65, 11, 1, 19, 48, 64, 38, 64, 61, None, 48, 38, 72, 37, 5, 35, 56]","[49, 35, 45, 19, 25, 57, 54, 33, 32, 77, 70, 58, 53, 21, 61, 41, 47, 75, 23, 77, 71, 73, 19, 55, 64, 5, 75, 31, 3, 40, 42, 45, 3, 76, 52, 0, 72, 36, 16, 6, 74, 8, 17, 56, 32, 26, 72, 77, 32, 77, 31, 46, 60, 51, 27, 61, 58, 27, 46, 40, 44, 25, 22, 65, 11, 1, 19, 48, 64, 38, 64, 61, None, 48, 38, 72, 37, 5, 41, 56]",4,4,12,4,0.002473785076290369,39.48463014094159
"[74, 50, 67, 61, 39, 67, 46, 42, 41, 4, 7, 30, 19, 18, 30, 59, 58, 61, 42, 50, 13, 6, 43, 77, 13, 6, 31, 46, 12, 14, 38, 72, 29, 39, 79, 43, 77, 12, 42, 73, 51, 67, 21, 26, 46, 43, 45, 9, 12, 71, 52, 52, 11, 51, 27, 14, 76, 26, 19, 6, 8, 46, 35, 12, 55, 44, 24, 1, 70, 74, 13, 53, 69, None, 33, 44, 51, 63, 62, 59]","[12, 50, 67, 61, 39, 67, 46, 42, 41, 4, 7, 30, 19, 18, 18, 59, 58, 61, 42, 50, 13, 6, 43, 77, 13, 6, 31, 46, 12, 14, 38, 72, 29, 39, 79, 43, 77, 74, 42, 73, 51, 67, 21, 26, 46, 43, 45, 9, 12, 71, 52, 52, 11, 51, 27, 14, 76, 26, 19, 6, 8, 46, 35, 12, 55, 44, 24, 1, 70, 74, 13, 24, 69, None, 33, 44, 51, 63, 62, 59]",4,4,17,4,0.0022803228348493576,38.89011595910415
