t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[2, None, 1, 1, 9, 1, 7, 8, 5, 3]","[2, None, 1, 1, 7, 8, 7, 5, 1, 3]",3,3,7,3,0.00019040610641241074,0.0013847181107848883
"[7, 0, None, 9, 3, 7, 5, 4, 1, 2]","[1, 8, None, 9, 3, 7, 7, 4, 7, 2]",3,3,7,3,0.0002012760378420353,0.0013898180332034826
"[1, None, 6, 4, 1, 1, 0, 0, 7, 3]","[1, None, 7, 4, 1, 1, 0, 0, 6, 3]",3,3,2,2,0.0001910771243274212,9.097158908843994e-06
"[7, None, 1, 1, 7, 7, 8, 1, 0, 8]","[8, None, 1, 7, 7, 7, 8, 1, 9, 7]",3,3,8,3,0.00017660995945334435,0.0013378108851611614
"[2, 7, 4, 9, None, 6, 2, 4, 2, 4]","[4, 0, 4, 9, None, 6, 2, 2, 2, 1]",3,3,6,3,0.0001788840163499117,0.0013483299408107996
"[4, 6, 6, None, 5, 3, 4, 1, 4, 8]","[3, 6, 6, 5, None, 4, 3, 4, 3, 8]",3,3,9,3,0.00018761097453534603,0.0015628819819539785
"[1, 9, None, 0, 0, 0, 9, 6, 4, 2]","[5, 6, None, 0, 0, 9, 9, 6, 4, 2]",3,3,4,3,0.0001870200503617525,0.0014122000429779291
"[3, 8, 9, None, 5, 7, 2, 0, 3, 0]","[9, 8, 0, None, 5, 7, 2, 9, 6, 3]",3,3,4,3,0.00019520497880876064,0.0014961960259824991
"[5, 7, 7, 2, 0, None, 4, 9, 0, 4]","[5, 0, 7, 2, 7, None, 1, 9, 0, 1]",3,3,4,2,0.00019535492174327374,0.0001170281320810318
"[7, 7, 8, 2, None, 4, 8, 4, 4, 8]","[7, 7, 9, 2, None, 0, 9, 4, 9, 4]",3,3,7,3,0.0001840740442276001,0.0014554408844560385
"[4, 4, 4, 6, 6, 1, None, 6, 9, 2]","[4, 5, 4, 6, 6, 4, None, 9, 9, 2]",3,3,8,3,0.00017929496243596077,0.0013875439763069153
"[7, 5, 0, None, 2, 0, 3, 6, 7, 5]","[7, 6, 5, None, 1, 0, 3, 6, 7, 5]",3,3,5,3,0.00018505612388253212,0.0013862010091543198
"[3, 2, None, 6, 1, 9, 4, 1, 6, 6]","[3, None, 1, 6, 2, 9, 4, 8, 6, 6]",3,3,5,3,0.00020056520588696003,0.0014629850629717112
"[6, 6, 6, 7, 1, 9, 5, 9, 1, None]","[6, 6, 1, 7, 8, 9, 5, 9, 1, None]",3,3,6,2,0.0001801669131964445,7.063150405883789e-06
"[3, 9, 4, 7, 1, 4, 1, 6, 1, None]","[3, 9, 7, 4, 6, 7, 1, 1, 0, None]",3,3,7,3,0.0001889930572360754,0.001463285880163312
"[8, 5, 7, None, 5, 3, 2, 3, 7, 2]","[8, 3, 6, None, 5, 3, 3, 2, 6, 2]",3,3,7,3,0.00018785102292895317,0.0014156659599393606
"[5, 0, 0, 5, 8, 4, 3, 6, None, 3]","[5, 0, 8, 5, 0, 8, 3, 6, None, 3]",3,3,3,3,0.00017822301015257835,0.0013105198740959167
"[3, 3, 4, None, 3, 6, 8, 0, 4, 8]","[9, 3, 4, None, 3, 9, 8, 0, 4, 8]",3,3,5,2,0.00018237088806927204,7.64499418437481e-06
"[5, 2, 5, 7, None, 9, 2, 0, 7, 4]","[4, 2, 4, 7, 9, None, 2, 0, 7, 5]",3,3,4,2,0.0002070970367640257,0.00036233686842024326
"[7, 2, 9, 6, 6, 2, 2, 2, 6, None]","[7, 6, 9, 2, 6, 8, 2, 2, 6, None]",3,3,10,3,0.00017253193072974682,0.0013034669682383537
"[9, 4, 3, None, 8, 4, 5, 2, 3, 2]","[9, 4, 8, 8, 3, 4, 5, 2, None, 2]",3,3,3,2,0.0001996729988604784,0.0003112819977104664
"[2, 0, 3, None, 7, 9, 0, 3, 3, 8]","[2, 2, 3, None, 6, 9, 3, 0, 3, 8]",3,3,4,3,0.00019145803526043892,0.0014250129461288452
"[None, 2, 6, 0, 3, 4, 5, 6, 4, 7]","[None, 2, 6, 0, 3, 4, 7, 5, 4, 6]",3,3,6,3,0.00019777007400989532,0.00141003611497581
"[2, 2, 3, None, 5, 2, 9, 1, 5, 7]","[8, 8, 5, None, 5, 8, 9, 1, 3, 7]",3,3,6,2,0.0002019170206040144,0.00022319704294204712
"[8, 5, 0, 2, 1, None, 8, 0, 4, 7]","[8, 8, 0, 2, 6, None, 5, 8, 4, 7]",3,3,6,3,0.0001863280776888132,0.0014325168449431658
"[7, 7, 6, 1, 0, 7, 1, 8, None, 7]","[8, 0, 6, 1, 7, 0, 9, 0, None, 0]",3,3,6,3,0.00017714081332087517,0.001531402114778757
"[2, 3, 4, 7, 6, 8, 1, None, 4, 2]","[2, 9, 4, 2, 6, 8, 9, None, 4, 7]",3,3,6,3,0.00020023388788104057,0.0014226699713617563
"[None, 4, 1, 1, 7, 0, 9, 0, 9, 4]","[None, 4, 1, 4, 7, 9, 0, 0, 9, 4]",3,3,7,3,0.00015886686742305756,0.0012939779553562403
"[None, 0, 9, 1, 6, 2, 3, 0, 6, 8]","[None, 0, 8, 1, 6, 2, 3, 8, 9, 6]",3,3,4,3,0.00020065507851541042,0.0014725420624017715
"[4, 5, None, 2, 5, 7, 9, 8, 3, 3]","[4, 9, None, 2, 5, 7, 1, 8, 3, 3]",3,3,5,2,0.00019713793881237507,7.534166797995567e-06
"[1, 3, 7, 5, 3, 6, None, 9, 2, 1]","[1, 3, 3, 5, 7, 6, None, 9, 4, 1]",3,3,6,2,0.00018328195437788963,0.00018804194405674934
"[7, 6, 1, 0, 5, 8, None, 1, 3, 2]","[3, 6, 1, 8, 2, 0, None, 1, 7, 2]",3,3,7,3,0.00017738109454512596,0.0014633750542998314
"[4, 4, 5, 5, 7, None, 0, 2, 2, 1]","[6, 6, 5, 2, 0, None, 7, 2, 2, 1]",3,3,6,3,0.00018165912479162216,0.0015135491266846657
"[9, 3, 0, 9, None, 9, 4, 6, 3, 7]","[1, 8, 0, 8, None, 9, 4, 6, 9, 7]",3,3,6,3,0.00018382398411631584,0.0014019100926816463
