t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[24, 8, 20, 16, 29, 13, 27, 15, 10, 19, None, 2, 17, 11, 6, 13, 5, 29, 9, 0, 17, 17, 10, 7, 12, 11, 3, 5, 25, 1]","[24, 8, 20, 16, 29, 1, 27, 15, 10, 7, None, 13, 17, 5, 6, 13, 11, 29, 9, 0, 17, 17, 10, 7, 1, 5, 3, 25, 25, 1]",6,6,18,6,0.0005845220293849707,1160.8494654030073
"[5, 11, 25, 4, 11, 14, 28, 27, 19, 12, 13, None, 24, 8, 12, 21, 12, 0, 7, 11, 4, 6, 17, 26, 7, 18, 7, 13, 2, 1]","[3, 11, 25, 23, 11, 26, 28, 27, 19, 12, 1, None, 24, 8, 4, 21, 12, 0, 7, 11, 4, 6, 17, 12, 7, 18, 7, 13, 2, 1]",6,6,17,5,0.0006126649677753448,35.27162229013629
"[5, 23, 21, 18, 29, 20, 26, 1, 23, 26, 19, 27, 21, 5, 6, 2, 19, 9, 5, 29, 23, None, 23, 15, 29, 27, 1, 23, 2, 11]","[1, 23, 22, 18, 29, 20, 26, 1, 23, 26, 19, 27, 22, 5, 6, 2, 19, 9, 5, 29, 23, 23, None, 12, 29, 27, 1, 23, 2, 3]",6,6,17,5,0.0005294601432979107,35.3602519959677
"[16, 0, 3, 0, 0, None, 10, 8, 10, 26, 20, 20, 6, 4, 10, 21, 23, 26, 17, 29, 25, 11, 8, 19, 3, 5, 16, 7, 25, 27]","[16, 0, 18, 10, 0, None, 29, 8, 10, 26, 20, 20, 3, 4, 19, 17, 23, 26, 0, 21, 25, 11, 8, 6, 18, 5, 16, 7, 25, 27]",6,6,16,6,0.0005617600400000811,1189.1666254170705
"[14, 20, 28, 10, 26, 14, 3, 9, 10, 21, 29, 1, 6, 27, 24, 5, 4, 24, 10, 14, 24, 27, 25, 14, None, 2, 19, 14, 4, 23]","[2, 20, 24, 10, 26, 28, 3, 9, 10, 21, 29, 14, 6, 27, 2, 14, 5, 24, 10, 2, 7, 27, 25, 2, None, 5, 19, 2, 4, 23]",6,6,18,6,0.0006260399241000414,1212.0523941190913
"[26, 23, 3, 15, 28, 7, 14, 15, 26, 2, 9, None, 11, 8, 0, 11, 7, 22, 19, 17, 6, 5, 23, 4, 18, 4, 3, 13, 20, 27]","[1, 3, 11, 15, 23, 7, 14, 15, 1, 2, 9, None, 11, 8, 0, 11, 28, 22, 19, 17, 6, 5, 23, 26, 18, 26, 8, 13, 20, 27]",6,6,16,6,0.0006439140997827053,1177.7267383248545
"[29, 16, 26, 11, 7, 26, 11, 8, 2, 4, 12, None, 20, 8, 5, 22, 22, 26, 11, 27, 6, 7, 20, 28, 12, 12, 20, 18, 22, 4]","[29, 10, 20, 7, 11, 26, 11, 8, 2, 3, 12, None, 20, 19, 5, 22, 22, 27, 11, 27, 6, 7, 20, 28, 12, 12, 20, 18, 22, 3]",6,6,22,6,0.000550128985196352,1164.6494660840835
"[18, 23, 20, 24, None, 13, 23, 23, 3, 20, 14, 3, 0, 23, 7, 18, 18, 10, 22, 20, 3, 29, 4, 28, 4, 29, 4, 17, 22, 23]","[18, 29, 20, 14, None, 13, 23, 23, 12, 20, 0, 12, 24, 23, 7, 18, 29, 3, 22, 13, 12, 29, 4, 28, 4, 29, 4, 17, 22, 23]",6,6,22,6,0.0005104742012917995,1177.3561354861595
"[19, 4, 9, 22, 5, 17, 24, 1, None, 11, 26, 16, 9, 25, 23, 23, 10, 29, 11, 24, 2, 15, 27, 2, 2, 18, 8, 10, 3, 2]","[19, 17, 9, 22, 1, 7, 24, 29, None, 11, 26, 16, 13, 25, 23, 23, 10, 11, 11, 24, 2, 15, 27, 2, 3, 18, 8, 10, 3, 2]",6,6,14,6,0.0005867979489266872,1167.4639974720776
"[25, 26, 3, 22, 13, 23, 0, 0, 0, 10, None, 2, 1, 3, 19, 9, 1, 21, 15, 15, 21, 10, 10, 0, 7, 13, 6, 10, 6, 10]","[25, 8, 3, 22, 13, 23, 0, 0, 0, 10, None, 6, 1, 3, 19, 8, 1, 2, 6, 15, 21, 10, 10, 0, 7, 13, 6, 10, 6, 10]",6,6,16,5,0.0004788050428032875,34.50239619007334
