t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[49, 26, 22, 45, 11, 25, 0, 1, 47, 21, None, 20, 14, 49, 15, 0, 3, 1, 24, 46, 36, 32, 32, 5, 46, 27, 46, 38, 25, 11, 18, 0, 38, 42, 0, 22, 46, 25, 17, 45, 10, 28, 44, 48, 11, 47, 10, 27, 32, 7]","[49, 26, 22, 45, 11, 25, 0, 1, 47, 21, None, 20, 14, 49, 15, 0, 3, 1, 38, 46, 36, 24, 24, 5, 32, 27, 46, 32, 25, 11, 18, 0, 17, 42, 0, 22, 46, 25, 46, 45, 10, 28, 44, 38, 31, 47, 10, 27, 24, 7]",5,5,13,5,0.0011702680494636297,426.1998721919954
"[26, 15, 3, 19, 12, 34, 47, 14, 25, 29, 15, 40, 1, 39, 16, 39, 20, 16, 24, 44, 8, 44, 24, 10, 49, 10, 16, 7, 48, 21, 3, 15, 22, 49, 18, 14, 34, 26, 13, 21, 0, 7, 16, 36, None, 48, 44, 39, 32, 12]","[26, 15, 3, 19, 12, 34, 47, 14, 44, 25, 15, 40, 1, 39, 16, 39, 20, 16, 24, 29, 8, 29, 24, 10, 49, 21, 16, 7, 48, None, 3, 15, 22, 49, 18, 14, 34, 26, 13, 21, 43, 7, 16, 36, 10, 48, 26, 39, 32, 12]",5,5,12,5,0.0011767300311475992,422.3088642980438
"[32, 37, 46, 43, 39, 1, 0, 16, 44, 12, 24, 33, 35, 15, 8, 45, 20, 15, 40, 43, 14, 40, 46, 25, 40, 13, 23, 3, 18, 49, 6, 9, None, 3, 4, 23, 24, 38, 30, 46, 42, 36, 32, 9, 47, 41, 44, 35, 34, 19]","[32, 37, 46, 43, 14, 33, 0, 16, 44, 12, 24, 1, 13, 15, 8, 45, 20, 33, 40, 43, 14, 40, 46, 25, 40, 13, 23, 3, 18, 49, 6, 9, None, 3, 4, 23, 24, 38, 30, 46, 42, 36, 32, 9, 47, 41, 44, 35, 34, 19]",5,5,17,5,0.0011244718916714191,407.81731895101257
"[45, 22, 42, 43, 8, 12, 25, 0, 5, 5, 4, 3, 48, 43, 33, 19, 29, 14, 34, 22, 48, 26, 29, 26, 25, 26, 43, 3, 6, 38, 40, 9, 2, 10, 10, 39, 44, 22, 49, 30, 24, 0, 7, None, 10, 40, 19, 39, 15, 47]","[45, 22, 42, 43, 8, 12, 25, 0, 5, 5, 4, 3, 48, 43, 33, 19, 40, 14, 34, 22, 48, 12, 29, 26, 25, 26, 43, 3, 6, 38, 3, 9, 2, 34, 10, 39, 44, 22, 49, 16, 24, 0, 7, None, 10, 40, 19, 39, 15, 47]",5,5,20,5,0.0011501498520374298,412.2298593411688
"[41, 12, 18, 48, 9, 31, 0, 37, None, 12, 36, 49, 33, 45, 20, 14, 30, 46, 23, 17, 38, 39, 46, 6, 25, 21, 42, 8, 46, 38, 22, 3, 34, 26, 0, 31, 21, 46, 43, 1, 41, 8, 18, 23, 17, 8, 48, 7, 11, 13]","[41, 12, 18, 48, 9, 31, 0, 37, None, 12, 36, 49, 33, 23, 20, 14, 30, 45, 46, 17, 38, 39, 45, 8, 25, 48, 42, 8, 45, 31, 22, 3, 34, 26, 0, 31, 21, 45, 43, 1, 41, 8, 18, 46, 17, 48, 6, 7, 11, 13]",5,5,20,5,0.001286886865273118,428.8826216419693
"[31, 4, 11, 10, 2, 33, 47, 43, 44, 19, 32, 35, 29, 18, 16, 10, 0, 35, 42, 16, 32, 1, 17, 40, 40, 8, 43, 47, 26, 18, 11, 22, 5, 41, 13, 23, 18, 47, 5, 18, 33, None, 23, 24, 4, 1, 15, 7, 32, 15]","[16, 4, 11, 10, 2, 33, 47, 43, 44, 29, 32, 35, 29, 18, 31, 10, 22, 35, 42, 31, 32, 1, 17, 40, 40, 8, 43, 47, 22, 18, 11, 0, 5, 41, 13, 23, 18, 47, 5, 18, 33, None, 23, 24, 39, 1, 15, 7, 32, 15]",5,5,17,5,0.001116948900744319,423.48306681006216
"[41, 5, 3, 29, 22, 29, 16, 9, 14, 12, 49, 24, 41, 33, 2, 29, 18, 32, 12, 26, 33, 37, 49, 28, 6, 16, 11, 44, 40, 16, 43, 49, 49, 35, 8, 3, 37, None, 42, 47, 25, 37, 31, 1, 7, 43, 18, 19, 12, 1]","[41, 5, 3, 29, 22, 29, 16, 9, 37, 12, 49, 24, 41, 33, 2, 29, 18, 14, 12, 26, 33, 37, 49, 28, 6, 16, 11, 44, 40, 16, 43, 49, 49, 35, 17, 3, 14, None, 42, 47, 25, 37, 31, 1, 19, 43, 18, 19, 12, 1]",5,5,12,5,0.0011254039127379656,412.28810468991287
"[23, 33, 43, 37, 11, 38, 5, 3, 44, 12, 49, 45, 45, 36, 40, 39, 49, 41, 32, 49, 9, 14, 7, 33, 11, 7, 24, 31, 48, 11, 43, 48, 20, 32, 49, 32, 15, None, 8, 30, 42, 15, 20, 26, 39, 47, 34, 7, 6, 1]","[47, 33, 43, 37, 11, 38, 5, 3, 44, 12, 49, 0, 0, 36, 40, 39, 49, 41, 26, 49, 9, 14, 7, 41, 11, 7, 24, 31, 48, 11, 43, 48, 20, 32, 49, 32, 25, None, 8, 30, 42, 15, 20, 26, 39, 23, 34, 7, 6, 1]",5,5,16,5,0.0011875100899487734,415.306559511926
"[49, 47, 9, 24, 39, None, 29, 37, 29, 15, 5, 8, 9, 8, 1, 30, 10, 42, 2, 40, 36, 18, 4, 32, 4, 0, 20, 0, 4, 24, 39, 30, 30, 19, 37, 40, 4, 2, 28, 16, 37, 7, 19, 40, 27, 37, 29, 13, 0, 42]","[49, 47, 9, 24, 39, None, 29, 15, 29, 15, 5, 8, 9, 8, 38, 30, 10, 42, 2, 40, 36, 18, 4, 44, 4, 0, 20, 0, 4, 24, 39, 30, 27, 19, 37, 40, 4, 2, 28, 16, 12, 7, 19, 40, 30, 37, 29, 13, 0, 42]",5,5,16,5,0.001086693024262786,412.9530286111403
"[13, 18, 15, 0, 5, 19, 34, 4, 46, 36, 15, 35, 9, 31, 34, 25, 35, 45, 15, 3, 3, 32, 48, 17, 17, 42, 40, 7, 18, 38, 48, 14, 18, 7, 26, 42, 39, 41, 32, 21, None, 35, 26, 14, 29, 11, 1, 12, 20, 19]","[13, 18, 15, 0, 5, 19, 34, 4, 46, 36, 15, 35, 9, 31, 34, 25, 35, 45, 15, 3, 3, 7, 47, 17, 17, 42, 33, 7, 18, 38, 48, 14, 18, None, 26, 42, 39, 41, 32, 47, 12, 35, 26, 14, 29, 11, 1, 32, 20, 19]",5,5,13,5,0.001188692869618535,416.3477774860803
