t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[46, 28, 37, 25, 41, 43, None, 26, 23, 49, 17, 1, 38, 5, 10, 12, 2, 6, 17, 1, 16, 5, 32, 7, 19, 6, 33, 32, 48, 27, 31, 38, 24, 40, 39, 21, 8, 35, 14, 28, 0, 42, 0, 32, 49, 1, 18, 43, 30, 10]","[46, 28, 37, 25, 41, 43, None, 26, 17, 49, 17, 1, 38, 5, 10, 12, 2, 6, 17, 1, 16, 5, 39, 7, 19, 6, 33, 39, 48, 27, 31, 38, 28, 40, 32, 21, 8, 35, 14, 24, 0, 42, 0, 39, 49, 1, 18, 43, 30, 10]",3,3,11,3,0.0012641430366784334,0.08979473006911576
"[1, 18, 37, 31, 47, 34, 43, 14, 11, 0, 37, 40, 1, 35, 19, 18, 23, 16, 8, 13, 40, 14, 29, 36, 31, 35, 10, 9, 40, 26, 8, 7, 12, 11, 16, 45, 28, 1, 31, 21, 6, 46, 7, None, 10, 0, 39, 12, 15, 43]","[1, 18, 37, 4, 7, 34, 43, 14, 11, 0, 37, 40, 1, 35, 19, 18, 23, 16, 8, 13, 40, 14, 29, 36, 4, 35, 10, 9, 40, 26, 8, 47, 12, 11, 16, 45, 28, 1, 4, 21, 6, 46, 7, None, 10, 0, 39, 12, 15, 43]",3,3,6,2,0.0012001341674476862,0.00449059484526515
"[24, 24, 33, 1, 5, 0, 2, 10, 40, 31, None, 30, 14, 46, 42, 49, 43, 44, 6, 49, 14, 17, 25, 28, 44, 0, 16, 29, 24, 26, 6, 20, 35, 10, 43, 12, 8, 28, 39, 21, 18, 46, 29, 5, 48, 3, 11, 25, 10, 26]","[24, 24, 33, 1, 5, 44, 2, 10, 40, 31, None, 30, 14, 46, 42, 49, 43, 44, 6, 49, 14, 17, 25, 28, 44, 0, 16, 26, 24, 27, 6, 20, 35, 10, 43, 12, 8, 28, 39, 21, 18, 46, 27, 5, 48, 3, 11, 25, 10, 26]",3,3,7,3,0.0012122958432883024,0.08859512815251946
"[14, 13, 39, 16, 28, 36, 33, 10, 46, 42, 6, 14, 9, 44, 31, 11, 22, 12, 14, 45, 4, 22, 26, 40, 31, 31, 38, 31, 1, 22, 39, 9, None, 11, 3, 33, 15, 42, 32, 13, 24, 32, 34, 11, 48, 46, 27, 20, 12, 19]","[32, 13, 39, 16, 28, 36, 33, 10, 46, 42, 6, 32, 9, 44, None, 11, 22, 12, 32, 45, 4, 22, 26, 40, 31, 31, 38, 31, 1, 22, 39, 9, 31, 11, 3, 1, 15, 42, 14, 13, 24, 14, 34, 11, 48, 46, 27, 20, 12, 19]",3,3,13,3,0.0012664380483329296,0.09847153094597161
"[11, 7, 29, 13, 5, 12, 41, 20, 39, 42, 15, 44, 47, 47, 27, 31, 11, 48, 25, 2, 46, 49, 49, 48, 44, 5, 48, 9, 5, 0, 2, 40, 0, 3, 10, 37, 47, 27, 45, 42, 42, 14, 25, 42, None, 12, 0, 29, 4, 42]","[11, 7, 29, 13, 5, 12, 41, 20, 39, 42, 49, 44, 47, 47, 27, 42, 11, 48, 25, 24, 46, 15, 15, 48, 44, 5, 48, 9, 5, 0, 2, 40, 0, 3, 10, 37, 47, 27, 45, 42, 42, 14, 25, 42, None, 12, 0, 29, 4, 31]",3,3,11,3,0.0011764389928430319,0.09042972698807716
"[12, 2, 13, 7, 8, 36, 28, 19, 16, 5, 27, 13, 5, None, 28, 24, 3, 22, 33, 45, 31, 7, 48, 3, 49, 27, 23, 21, 3, 2, 29, 7, 2, 40, 44, 49, 1, 3, 30, 41, 7, 48, 29, 42, 33, 42, 18, 20, 31, 27]","[12, 2, 13, 7, 8, 36, 28, 19, 16, 5, 27, 13, 5, None, 28, 24, 3, 22, 33, 45, 31, 7, 37, 3, 49, 27, 23, 21, 3, 2, 29, 7, 2, 40, 44, 49, 1, 31, 30, 41, 7, 37, 29, 42, 33, 42, 18, 20, 3, 27]",3,3,6,2,0.001175867859274149,0.03350071795284748
"[33, None, 7, 40, 13, 29, 1, 9, 6, 47, 9, 47, 31, 29, 15, 19, 49, 2, 41, 24, 37, 25, 5, 42, 39, 30, 7, 17, 48, 6, 11, 49, 7, 38, 20, 16, 41, 12, 18, 46, 21, 37, 44, 15, 22, 33, 35, 8, 0, 13]","[33, 39, 7, 40, 13, 29, 27, 9, 6, 47, 9, 47, 31, 29, 15, 19, 49, 2, 41, 24, 37, 25, 5, 42, 39, 30, 7, None, 48, 6, 11, 49, 7, 38, 20, 16, 41, 12, 18, 46, 21, 37, 44, 15, 22, 33, 35, 8, 0, 13]",3,3,3,3,0.001245127059519291,0.08556705596856773
"[31, 14, 44, 27, 35, 40, 20, 40, 40, 16, 9, 4, 0, 27, 4, 11, 26, 12, 15, 14, 14, 47, 7, 17, 18, 43, 45, 5, 12, 11, 40, 21, 9, 35, 19, 26, 44, 42, 23, 24, 47, 30, 25, 48, 21, 3, 43, None, 7, 38]","[31, 14, 44, 27, 35, 40, 20, 40, 40, 16, 9, 4, 0, 27, 4, 11, 26, 12, 15, 14, 14, 47, 7, 17, 38, 43, 45, 5, 12, 36, 40, 21, 9, 35, 19, 26, 44, 42, 23, 49, 47, 30, 25, 48, 21, 3, 43, None, 7, 18]",3,3,10,3,0.0011543480213731527,0.0875874029006809
"[2, 15, 49, 7, 22, 7, 41, 11, 36, 25, 42, 35, 21, 32, 39, 5, 22, 5, 1, 34, 41, 37, 15, 4, 13, 17, 32, 13, 22, 35, 10, 37, 41, 36, 46, 44, 20, 6, 34, 26, 13, 34, 37, 16, None, 20, 3, 20, 14, 27]","[2, 15, 49, 7, 22, 7, 41, 11, 36, 25, 42, 35, 20, 32, 39, 5, 22, 5, 1, 34, 41, 37, 15, 4, 13, 17, 32, 13, 22, 35, 10, 37, 41, 36, 46, 44, 20, 6, 5, 26, 13, 34, 37, 16, None, 20, 3, 21, 14, 27]",3,3,12,3,0.0011177090927958488,0.08417496387846768
"[44, 5, 38, 9, 13, 24, 39, 32, 13, 49, 48, 46, 45, 6, 7, 34, 35, 13, 3, 4, 8, 47, 19, 40, None, 16, 5, 26, 36, 12, 32, 33, 42, 20, 7, 32, 0, 13, 1, 48, 41, 44, 24, 39, 42, 43, 18, 11, 44, 45]","[44, 5, 38, 0, 12, 24, 39, 32, 12, 49, 48, 46, 6, 45, 7, 34, 35, 12, 3, 4, 8, 47, 19, 40, None, 16, 5, 26, 36, 13, 32, 33, 42, 20, 7, 32, 0, 12, 1, 48, 41, 44, 24, 39, 42, 43, 18, 11, 44, 45]",3,3,9,3,0.0013026660308241844,0.09276578412391245
